Date,Review,Rate
2021-09-17,"Wouldn’t even give them one star, they give you a bonus then take it off you the live chat is a load off crap all they do is just lie and make crap up as they go along. The most Rip off site there is going avoid at all costs.",1
2021-09-16,"£80 on 20p spins on 86% payout with no wins, yeah dodgy as hell don't waste your money.",1
2021-09-16,"You are actually frauds and it’s disgusting that you can get away with it. I only ever play one game (eye of the Horus) and I’ve been using your site for over a year now I used to screen record every time I got the feature so have many screen recordings on my phone. Nowadays the feature gives nothing. You guys know exactly what your doing, I sometimes play on pounds other times 20p every now and again I might get 20 or 30 quid off the feature on 20p but strangely as soon as I switch it to a pound and have the feature multiple times I’m lucky if I get 2 or 3 pound, there’s nothing random about your games, when I play I generally play for 7/8 hours at ago and I now see the pattern. You are frauds and you get away with it, it’s unfair and when us consumers leave reviews you just respond with a generic message. Unfortunately I have a gambling problem and you guys seem to actually take advantage of that with not just me but everyone else. It’s not fair gambling. It actually used to be fun playing your games regardless of a win or loss but now your just scamming me. Look at your reviews how can we all be wrong",1
2021-09-16,What an horrible site they banned my account for 5 years because I used a trigger word and I asked them to review one of my bets that had lost when there was an error on a game what I could of took advantage of.When doing the good thing and explained that there was a problem on the site what was letting people bet when the game had finished.However be a good guy you get punished shameful what I witnessed didn't even get a thank you got a 5 year ban that shows they don't care about there customers.....,1
2021-09-15,"Had a bet builder with 11 different options with tackles, player to score etc. came up to the 80th minute with no cash-out. Avoid THIS company. Disgrace. I needed a tackle from a Liverpool player and the full bet would have been won I can accept that. But can't accept a shambles of a company. 10 options came in roughly around the 80th and didn't get offered a single penny back",1
2021-09-12,"Ladbrokes give “free bets” on online betting but refuse to pay out if the winnings (without the original stake, which everyone knows is not returned with the winnings in a free bet) amount to less than the stake. EG if you win €3 on a €5 free bet, they refuse to pay. To me this may encourage some people to pay for another bet to get the money they thought they would have won and is against the “gamble responsibly” code Ladbrokes are supposed to follow.",1
2021-09-12,can i not leave a 0 star review ??i was a customer for many years my gambling was getting out of control so i messaged online chat and in my own words i said please close my account permanently the operator replied i can give £5 free bet i said no then said £10  i also said no please close my account then he said before i action the request to close account my manager has authorised £50 free bet im absolutely disgusted as the very next day i deposited close to £2000 which has put me in all sorts of financial trouble should never have happened if my request was carried out in the first place i done the same with other bookmakers over the years and it was closed straight away because i stated the words close account permanently in a message and i even messaged back and the bookmakers said no its closed as per my request.If you said to a drug addict 3 times did he want any drugs maybe 1st time they turn it down or even second  but 3 times and thats exactly what happened with me trying to ge t me to accept these free bets because you didn't want to lose me as a customer.,1
2021-09-10,"Tragic ethical failure.This is a tragic situation that entain (owners of Ladbrokes )are trying to ignore. My enquiry required Understanding, compassion and ethics but all 3 have been dismissed.My son, brain injured , Schizophrenic and sectioned with psycosis spent 13k in 1 day when in hospital sectioned, his spend was part of his delusionary belief system.I later become aware of this via welfare checks and psyciatrist input and I reached out to entain with multiple health documents, clinical letters, consumer champion breach outs and other docs,i also sent them a letter from **** hospital admission and occupational health clearly stating how ill my son was and the fact he had no insight.Instead of reacting with compassion, understanding or ethics entain replied with an truly tragic response, without any care about my son's severe mitigation or health but only cared about themselves and after two months gave me an email saying they wont talk to me , the power of attorney and father of my brain injured Schizophrenic son but will only talk to their REGULATORS meaning they feel it is appropriate and MORALLY acceptable to profit from a severely cognitively Ill brain injured , schizophrenic consumer with no insight.After 100s of health documents and clinical letters this was their response.Dear Mr ****,We write further to your communications in respect of the activity of your son *** and his use of the identity of third parties to create accounts with Entain without their knowledge.We thank you for the additional information that you have provided in your recent emails. We have previously explained that we will cooperate with the Police, and our regulators, in any investigation they may undertake into the circumstances.This being the case, we are unable to communicate with you further on the matter.",1
2021-09-08,"1 star is to high ,gaming terminals worst it’s ever been ,al long time ,money ,to get  a feature ,then waste of time ,regular players will take only so much ,long term bookmakers will loose out ,you can’t keep taking people are getting fed up .",1
2021-09-04,"Daylight robbery, put £300 quid in fishing frenzy 2 pound a spin . That’s 150 spins , couple pound wins and not even a feature - fishing frenzy alright something is very fishy your right . Lad brookes are scamming people left right and centre . I’ve excluded my self from all websites and stores uk based . The only time you start to win is when you quit using ladbrookes . Broke lads is a anagram of Ladbrokes.",1
2021-09-03,"So nothing changes ! If you want to get rid of your money give it to charity or put it on the fire ! The slots are constant dead spins ! No wonder you have so many bad reviews Ladbroke ! It’s constant take take take from you guys ! No loyalty to your customers ,a daily spin which normally gets “sorry no win” and if your lucky you might get 3 spins wtaf pointless ! Stay clear from this site , it needs investigating then closing down !",1
2021-08-31,Good for odds and boosts but only 3 stars because I'm banned off the daily wheel ruining my morning ritual,3
2021-08-29,"It was all going okay I won jackpost at 20p spins £250. I had £270 in pending withdrawals and £50 to play around with in my balance. I decided to play 80p spins at fishin frenzy until it hits a bonus. Lost the £50 then thought I will deposit with my £10 set daily limit. Oh wait it's allowing me to reverse (which is currently illegal for them to allow in the UK) I opted for this to avoid having money come out of my bank account as you do. And I play again and again and end up loosing it all over 330 pounds spent chasing a bonus round that might have won me like 60 or 70 pounds on average. It felt completely rigged. Oh he won jackpot on one game so let's make him win nothing on another. When I contact customer support they said they allowed me to reverse withdraws because I'm on gilbraltar. Which by the way is actually bs it clearly states in my account Hastings as the city, why there systems show me Hastings gilbralar is bizzare and personally I think they did it on purpose. I have raised a complaint and if I don't get the reversed funds back I will take this further to gambling commission or IBAS. They claim I put gilbraltar, yet my street address and town is clearly a UK address, Mt bank matches the UK address which I deposit from, its a UK bank account, they surely did verification with me also so how can they claim I am in gilbralar. My I.P. address is in the UK not on a proxy server and they claim their slots are random generated",1
2021-08-27,"Unbelievable,I call up customer service to reopen my account after a self exclusion period and the woman I spoke to said for me to give her roughly a hour to investigate and asses the account so I agreed to this and approximately 40 minutes later I received an email and the email said ' we have applied the time out you requested you can open your account when the time out has expired ' ???????!!!!!!!!!",1
2021-08-26,PLEASE FIX YOUR SLOW AND LAGGY WEBSITE ALREADY!,1
2021-08-26,Ladbrokes is a joke when they giving out promotion to you and then ban you from using the offer because you use them. Like they just want to get you in and not allow you to win. What a shame with such a big company,1
2021-08-25,I deposited £20 I won £35 everything was going well until I went on to the wolf slot I set it at 25p (wish I'd have taken scrn shots). Started playing then msg came up saying I had insufficient credit. I talked to customer service they said I'd been playing for £1.25 (I have played in many slot sites and I know what I set it at) hardly think over £30 pounds go missing when it was set at 25p. Result I closed my account indefinitely they can keep the money but won't be getting a single penny more from me,1
2021-08-24,"Racketeering,is all I can say ,don't ever use,waiting for the generic reply,of please can you get in touch with us and that we are sorry you didnt enjoy your latest betting sessions and that we can assure you it's all fair blah blah blah! Lousy customer service and rigged games,all of your accounts are modified so that you only win when they deem it so and never more than you put in,someone is looking at your account and deciding how much exactly you can win,that's not gambling!",1
2021-08-22,Clearly Ladbrook,1
2021-08-21,"Scammers.  I watched the race go off with my own eyes . It was a 100 quid return and the race had finished.  My greyhound had won it easily. However, Labrokes said that the race wasn't ran . Even tho I watched it. Use other websites I would not recommend you ladbrokes.",1
2021-08-21,"Slower than a week in the jail website Useless if you intend on putting a bet on quickly , reminds me of using a desktop pc in the 90s!!!! Website also freezes and shows nothing on the page when i check other sites they have loads Unbelievable they make all this money and the website seemingly designed and upkept by a 10 year old with down syndrome",1
2021-08-21,"The actual betting experience is good, but just the app,it's slower than a snail. Surely their IT section could sort this out.",3
2021-08-20,"The big problem with Ladbrokes website is how slow it is to respond after clicking its login and other features. Why is it so slow?The other problems are (1) That it logs you out after a period of inactivity. Which occurs whilst studying what you want to bet on throuout the days racing. Being logged out means loss of time getting a bet on. I've missed bets because of this.(2) When choosing Horseracing. It opens up on Meetings, so to get upcoming races you have to click again. To get that. Then you have to click particular race headings to open up all the horses and prices in a race.This all takes time and often bets are not able to be made because of having to click through these options.",3
2021-08-18,"Ladbrokes is one of the best betting sites in my experience, they offer good payouts and have very nice odds. I had really nice winnings with these guys.",5
2021-08-16,Ladbrokes are not bookmaker's they're Imposters If your losing everything you own online they'll welcome you in.I opened an account and got told I was only allowed to bet on Casino I never got one bet on sports.Does that sound like a Bookmaker???The Law has to be changed if you constantly lose you're welcome but any chance of someone winning they refuse you a bet.THAT'S NOT FAIR TRADING!,1
2021-08-15,Ladbrokes you full of rubbish use same statement for all machine completes you implyied I was lieing about my game experience been using Your shops for 36 years you ask my full name my phone number which I passed on to you through link I received nothing .I no to you as a business you won't care but after my treatment I will never use your services again customer care is disgusting I will be writing to co,1
2021-08-14,"Worst betting app I’ve had the misfortune to use. Don’t play their casinos. You can’t win. Don’t bother with free bet promotions. They are a con in my opinion. I got €20 in a free bet from one of their promotions, as my horse didn’t win and they gave a free bet. I placed the free bet on a horse. €10 each way. It came in. My returns? Nothing, nada, zilch. Unbelievable. Watch the small print. They tell you that you will get money back as a free bet if you horse doesn’t win in a particular race. What they fail to tell you clearly is that if you bet on two horses in that race.  say a short odds and a long shot, they will only pay out on the first horse you bet on. So if you put €1 e/W on a horse, then place a €10 bet to win on another, they will only give a free bet on the €1 bet. It’s all there in the very tiny T&Cs. It’s a rip off. Their customer service on live chat is rubbish. They are slow & rude. You could spend   half an hour waiting for a proper response and then they can’t answer your query. Useless. Don’t use free bets for the casino. When you go into it, they use YOUR money to bet. When you complain, they give the money back but it is “restricted” do you HAVE to spend it on casino games even though you might not play those games. Either way, they have forced you to spend your own money on casinos and needless to say, you don’t win. All in all. The worst app and company ever. Betway is much better. (so far). Hope this review has been useful folks. My advice? Look elsewhere if you want to have fun.",1
2021-08-13,Spent around £400 on slots and absolutely nothing not a bean other sites let you at least play on the future got 2 bets going tomorrow then closing account just a con,1
2021-08-13,Absolutely p**s poor app/website. Tried for over a hour to put various football bets on but it only goes so far and freezes or the same teams fill the page multiple times. Paddy Power knocks spots off this shower of s**t,1
2021-08-13,"Ladbrokes, I must say that the amount of reviews you have and the majority not being above two stars is quite astonishing. You are one of the biggest names in the gambling industry and have plenty of adverts flying around, maybe you should listen to your customers and try to improve your rating.Recently opened account and everything is fine, the sportsbook is really good, customer service is really good also. From my reviews I do like my slots also, i kinda knew ladbrokes was not great but had a go, deposited £60 and got up to £160. withdraw my £60 which was really fast, and played with £100. lost that and deposited another £100 and lost that. I have since closed my casino account, but have kept my sportsbook and will use these regularly. I would of like to have given more stars, but I feel for such a big company Ladbrokes could be fairer on there gaming side, the slots i play are the same on all my sites and you can always get a feel for them, I just knew I was never going to win. I hit One bonus game and the rest were just small in play wins and dead spins. Like I said I wont be playing again but plenty people will, you should deffo give people more of a chance.",2
2021-08-11,Winning on an acca with one team about to win 100 grand with another team letting me down so they suspend it not giving me the option to cash out or edit the acca.... con artists... stay away from LADBROKESWill be deleting the app DO NOT LINE THEIR POCKETS WITH ANYMORE MONEY.. BETFAIR SUCH A BETTER BETTING EXPERIENCE NEVER HAD ANY PROBLEMS. Wish i could show u on here the betting slip! Con artists,1
2021-08-11,Had my free spin on Instants spins landed on £100 and was reward 60p on stupid game. one of many times I have been let down by them and have had to close my account. Far better out there,1
2021-08-09,"Ladbrokes changed the terms of my bet after I had placed it to reduce my winnings. This reveals poor service and sharp practice.On raising a complaint 8 have been stonewalled with irrational and incorrect explanations.This company can no longer be trusted to apply their own rules.The staff I encountered were polite but know nothing about how to settle a bet. They have constantly misquoted their own T&Cs, which is a terrible reflection on both customer service and the base product they provide.I would strongly advice having any significant bets with this company.",1
2021-08-08,"Bethnal Grren tube shop. Today 8 august 2021. A TWO BLACK GUY/GIRL VERY RUD AND UNPOLITE. I PLAY ROULETTE BETTING 4GBP ON A NUMBER AND THE MACHINE PAY ME BACK 65 GBP  THATS WAS A BIG ROBBERY.... I ASK WHY MACHINE PAY ME 65 AND NOT 144...  THE BLACK GAY SAY TO ME :""WHAT YOU FUkKING WANT YOU PLAY AT MACHINE 2GBP PER TIME HOW MUCH YOU WANT WIN..."" MAY HE DOESNT KNOW THAT MACHINE TAKE OF FROM THE GAME 70% OF THE NUMBER...   SO I HOPE SOMEONE LOSE HIS MIND AND BLOW UP SHOP AND THIS KIND OF AGENT.BE CAREFULL LOOK AROUND YOU WHEN YOU BACK HOME!!!!!!",1
2021-08-08,Absolute pussies who are only interested in mug punters. If you show the slightest inclination of betting aptitude they run for cover,1
2021-08-08,"After I left a bad review days ago, I benn still playing their online slots. What I want to say is that I'm playing,,rise of merlin"" and I did it constantly in the last 5 days. It use to be my favorite slot long time ago but it seem to be changed like all the other slots. I spent 5 days playing arround 300-600 spins dayli without any single bonus. This site is so poor and believe me that there is none rtp and nothing is random or I can't explain how else you can lose 5 days in a row all the money on same slots without any big win or even a bonus. I been playing with this site for months and I never won more than one or 2 days in a month. I'm 100% sure that I'm not the only one in this situation. 0 stars from me followed by closing my account with you forever.",1
2021-08-07,"Having played a lot of gaming sites, primarily slots. I would suggest you steer clear of this one. This is one of the only casinos I’ve never cashed out of. It appears they front load their games, the bonus’s are poor and game play time is limited. Spend your money elsewhere",1
2021-08-07,"I regularly use Ladbrokes at 126 West Granton Road Edinburgh, and after placing a bet yesterday 6-8-21 I had two winners at 17/2 and 16/1 I took the prices. My winnings should have been £80.75 as part of a trixie. After being offered less than half that I queried it. The member of staff took half an hour to inform me that this hidden tax of rule 4 was in play and that in one race it was 10p in the pound tax and in the other race it was 60p in the pound tax. Yet this was not in the results in the morning paper nor mentioned when watching the races. The assistant didnt have a clue what she was doing and eventually motioned me to a page on the internal TV which said rule 4 applied and not much else. This is stealth by any other name and I was not offered any kind of explanation as to why when there is no betting tax which was removed under the Blair Government and this hidden tax which if the truth be told very few understand and just accept that they are getting ripped off by stealth.",1
2021-08-05,David at Cambridge Street Glasgow doesn't even speak to u nothing comes from him at all zero BN in a few a times no manners whatsover,1
2021-08-04,"It would be nice if Ladbrokes let their customers use the toilets in their shops so they stop pissing and pooping, yes, I said pooping, down our mews instead. Also it would be nice if they stopped throwing their garbage down the mews too.",1
2021-08-04,"I’ve actually had enough of Ladbrokes now and there claims that it is fair gambling etc and by chance! I been playing eye of the Horus for a long time some times I sit up and play for 8-12 hours at a time as if it’s my job, some will say “that’s a problem” but that’s my problem having been doing this for soo long I’m seeing and experience the same pattern over and over again. I could deposit 800 quid and play for 10 hours and if I’m lucky I’ll collect 820 quid, I’ve had the feature 5/6 times in a row and had less then a tenner back each time and that will be after they have taken 500 pound off me. Makes no sense and it’s unfair. It’s doing the same thing over and over again there’s nothing random about it. I could literally spend 1000 depositing 50 100 80 etc and it will not let me hold a balance of no more then what I deposited and that’s once I’ve basically put 1000 quid in. I only ever play on £1 and 2 stakes really so when I decided to do one spin at 20 quid and got the feature the other day bearing in mind it had taken 3 thousand off me I got overly excited jumping off my chair thinking I was gonna get a massive win THE GAME GAVE ME a tenner. I’ve never felt so disappointed in my life and I’m writing this review now with tears in my eyes because it’s actually sad that when I do get a next bit of money I’ll try again. I know I’m not the only person this is happening to aswel yet it’s justified and it’s allowed. And all customer service say is “where sorry your not happy and that it is random”There’s nothing random about what’s happening. Your taking advantage of peoples gambling addictions and getting away with it. I wish I had it in me to just stop just like that but I’ll only end up playing more in casinos this is the final straw for me. I’m a grown man with responsibility’s that has acted irresponsible and this morning you guys have robbed me of everything I have, I’m all for fair gambling and I understand I can’t win every time but don’t m*g me off in my face the way you have been. I don’t for one second believe it’s fair I mean look at the reviews. What’s it going to take for you to fix up, my mind right now isn’t even straight because of that game and low and behold the small amount of money I do have left the only thing now on my mind because of that loss is alcohol, I’m sick of you lot,",1
2021-08-03,"I've been trying to get Ladbrokes to close my account for months after they restricted my ability to get guaranteed odds on horse racing with no explanation. I first complained they don't treat customers as individuals, they replied 'Dear Paul' which isn't my name. I asked for my account to be closed, citing their poor customer service - they didn't do it.  I asked again - they didn't do it.  I asked again, cc-ing the Gambling Commission, Ladbrokes said they'd closed the account, including what I felt was patronising information information about safer gambling in their confirmation email which was wholly unrelated to my complaint, appearing to be a 'tick box' exercise and yet they haven't closed the account judging by the account holder email I got last week.  Their customer care is appallingly incompetent, they don't treat customers as individuals and in my experience they make it extremely hard to close an account which should surely take just one click from a customer and makes me very concerned about how they must treat problem gamblers wanting to be excluded.",1
2021-08-02,"Very unhelpful staff. Difficult to know who to make a complaint to as staff refuse to give an address to write a complaint letter to.There are better bookies on the High Street, and I will be switching my custom to one of them.",1
2021-08-02,"signed up no problem , won a little here and there but always wins . no hassle to withdraw unlike others and their bonuses are fair and easy to use / win off etc",5
2021-08-01,"Check your boosted bets. Placed a football accumulator for new season. I boosted it beforehand, yet although bet receipt says it's boosted, the odds shown on receipt are the original odds. I contacted customer service. They told me bet hadn't been boosted, although it quite clearly had.I checked previous football accas and looks like same had happened.Just placed a small horse racing bet and got same problem.",2
2021-07-29,"This is the sister company of corals but way better, loads of free bets given during euro 2000,and a bonus game thing that gave 5 and 10 quid casino bonuses, free bets everyday at Cheltenham, ascot, goodwood, where at corals you just get the diddly squat reward grabber, the cash out facility works way better at the end of football matches than good old cash out suspended corals, and loads of odds boosts every day, get just the one with corals, oh and the slots are way fairer too, happily play at ladbrokes,",5
2021-07-28,just a bad site always eats money and never gives bonus games and very few little wins. compared to other sites this site is just a complete scam.,1
2021-07-26,Feel like most negative comments are likely people who lost a lot.My experience is with their online casino.Signed up yesterday. Had a fairly large win which I withdraw and had the money in a few hours. No fuss no messing about no additional info needed. Nothing bad to say.,5
2021-07-25,"Prices always worse than competitors for example no.2 horse in the 2.30 with Ladbrookes 5-1, with powers or boyles 7-1 powers usually slightly better than boyles like it’s just greed now don’t get me wrong we won’t get a fair price of any bookie but the others are always better, slots never pay anything decent literally a money sink that offers no entertainment as you’ll rarely hit a bonus round compared to say bet 365 casino, they offer 4 places in a race and only pay on 3 while competitor honours the 4 places. Like how someone is supposed to want to choose this crowd over say Paddy Power or Boylesports is beyond me but you’ve been warned. I’ve moved to bet365 myself and I’m loving it compared to this crap, we need to start avoiding the greedy bookies there’s so much competition so shop around guys, remember these clowns are nothing without us punters and this shower are so far behind for the reputation they have it’s disgusting that folks spend good money on this crap. Get your crap together Ladbrookes your like something from a bygone era. And don’t worry I’ve literally lost you clowns around 100 customers whom would be regular punters just by educating friends and colleagues on how bad you clowns are it would be like preferring an Alfa Romeo over a BMW to continue playing with you goons. I’m actually embarrassed for you. No doubt your staff are probably underpaid too if I was to check I know a greedy company when I see one. Lads, ladies please do not use these cretins for a punt and please spread the news Ladbrookes are a shower of manure.",2
2021-07-25,"So so so so so bad just like Coral, spins are dead. not worth playing anymore.",1
2021-07-24,Got to give 10 stars to Ladbrokes.5 stars for making it so bloody obvious that their slots are rigged and another 5 stars for scamming the Gaming Commission into giving them a license,5
2021-07-23,Never wrote a review before but don't the wheel spin tonight landed on 100 went to finish and kicked me of it and went to free spins what a joke went to live chat and the lady was so rude! Definitely won't be using Ladbrokes anymore,1
2021-07-21,"There has been an incident which happened in Ladbrokes betting shop in East Finchley, London on 11th and 12th July 2021. On 11th July 2021, my husband and I went to the aforementioned betting shop, wanting to place a bet for Italy to win the Euro cup. There was only one Italian girl at that time in the shop, barely speaking English, and my husband said very clear that we want to put £50 for Italy to win the game (the cup), because we don’t bet usually and we have absolutely no idea about the rules or anything. She said it is fine, calculated how much we would get, and handed us a piece of paper with saying ‘’ITALY TO WIN’’. As I said, we were very clear we don’t want to put Italy to win in 90 minutes, or Italy to win in penalties etc… just to win in general. We have been told later that this girl doesn't even work in this shop so I have no idea why she worked that day and who is she. As Italy won, we came back the next day to the same shop, and have been told that the ticket is a losing ticket. And the reason was because the girl who was working that day, put ‘’Italy to win in 90 minutes’’. Again, we have never told her to put that. First of all, the people working there were really rude to my husband and they just gave a customer service number to my husband, and sent him off. We called the number and got HUNG UP twice. After that, we went to a different shop which is in North Finchley, London. The manager there told us this was unacceptable and that they should give us back the money. He said that at the first place, the girl who worked there, should have given us the paper with all the bets as we didn't know anything about betting, and that she acted extremely unprofessional. And that is very obvious we usually don't bet. He even called the manager of the shop we placed the bet. Few days after that, my husband spoke to the manager of East Finchley branch, and has been told that the girl who worked that day, denied us saying that we don’t know anything about bidding and that we didn’t say we want Italy to win the cup. That is absolutely not true but she is obviously covering herself. We were denied any refund.I want to be very clear, this is NOT about the money, it is about the PRINCIPLES. We never bet and we are not in this betting world, but there has been absolutely no respect whatsoever from the people working in the shop and people working in your customer service.Somebody else placed a bit for us and placed the wrong bid, and it is just not fair. Before I conclude this complaint, I just want to mention that I am not willing to stop until I have this sorted.",1
2021-07-20,"Closed my account with no reason given and they refuse to give the reason even if I request all data under GDPR. But anyway, not so bothered about that, but they won't let me withdraw my money which they agree belongs to me, they won't even do it manually for me, perhaps I need to take legal action against them!",1
2021-07-19,Ripp off bookmakers check your account regularly and chat information is totally fraudulent.still waiting for a reply to sort my underpayment out but not holding my breath,1
2021-07-17,"Never written a review before here but had to just to comment on how bad they are, I bet 20-30£ nothing special . I tend to shop around for best odds like normal ppl do so I only bet here when best odds and for the tiny boost I get daily. These clowns limited me for 150£ in total on my account and only winning two 30£ bets for 25) each. What kind of joke is that ? People bet 100s and I’m limited for such small bets ? Absolute joke, obviously they’re too stupid to realise most ppl lose their winnings. No reason for why I’m limited to 2£. Withdrawn my money and left, sky bet have the same odds so if you want I’d recommend you lot go there, way better site too. Complete scum bags limiting a casual student betting. 100£ too much to win for this lot 😂🖕. Won and lost hundreds safely elsewhere.",1
2021-07-11,"Shambles.Site slow like Harvey, live chat unprofessional, fake promos Avoid!",1
2021-07-09,Playing deal or no deal game ID number 572186529.The game has frozen after i have spent £29.42 and won't let me complete the game.So basically it has taking me money and given me no chance of winning,1
2021-07-08,Absolutely love Ladbrokes. To be fair I can go a few weeks without a win like gamblers can. But the customer service is brilliant and so helpful. Always dealt with my problems straight away and also so polite and friendly unlike other sites around. Wish I could give more stars! Well done ladbrokes :),5
2021-07-07,"Another site gone to s***, wont be putting another penny on lost a fortune",1
2021-07-07,Absoluawful piece of**** robs your moneys and just pointless fuc this app don't get it.,1
2021-07-07,"Is now 2 weeks I am waiting for whitdrawal so disappointing. Like I wrote before when you start account is small chance that you win after that they will take all your money. High bets like 20£ spin or 10£ don't pay back. Even if you get free spins which is very small chances, will pay back 100£ or 200£. You can lose 5k in few minutes a return is silly. There is not option to download your transactions. Ladbrokers will still your money remember that!",1
2021-07-06,"Had “Anytime goal scorer” bet voided as the player didn’t start the game however the player scored after coming on and the bet was not paid out. Live chat utterly useless, employee had no clue what to tell me as she knew I was right but refused to pay out. Scam artists.",1
2021-07-05,Been trying to set up account online just for the football and it’s almost impossible! Sent pics of driving licence twice still with no joy .anyway after reading reviews I’m not bothering thank you guys for saving me money (sorry for your loss),1
2021-07-04,I won a £20 voucher on the 5 a side bet between Denmark and Czech Republic can anyone tell me where this get paid to as can't see it in my account peter,3
2021-07-04,"They closed my account for no reason, had 100 pounds in the account which they are also refusing to payout",1
2021-07-03,"The biggest thieves on the market....The site is awfull, you press the buton and nothing hapens,they cheat you with  theire offers and promotions ,you can deposit a lot and try countless games and on any stake they will fu cu you....I deposited almost 700 hundred pounds and end up with nothing...and this only in a day. The free spins are moquerry, i was playing teo pounds stake and i won after 15free games...4 pounds. So try anything else...not ladbrokes!",1
2021-07-03,Awful absolute awful.everyone talks differently and no-one listens,1
2021-07-02,"Zero stars! THEY ARE FRAUDS!!! they promise 1st past post but dont! I got paid for a win. Then some time after they took the money off me. Horse was disqaulified some time AFTER  the full results! Online chat was digusting to get help, they say i will be emailed with further info on the matter, not good enough! Then Hours and hours of back and fourth emailing of which then they admitted it was there mistake but then used the ""we serve the right"" bullcrap! Use other firms! These are fraudsters!",1
2021-07-01,"Trying to complain about one of your shops and getting no where, is no one interested when customers are been treated bad and unfair and staff are just doing what they want? I've phone I've emailed and nothing no response from email, people on phone saying they can only help with online! How do I speak 2 someone !!",1
2021-06-28,Don't use this company thay will take your money and when it's time to pay you your winnings thay will hold on to it until photo id is sent wouldn't mind but not everyone in the world has a driving licence or passport and when try to resolve issue with this get no help yet there still happy to take money out your account without id,1
2021-06-28,"Not happy at all i have been waiting over 3 weeks and still not received my withdrawal and the payment team are taking too long too answer or better than that give me the money i have withdrawn its like they have a problem with paying whats won.Edit- i have spoken too customer service, email and live chat and still Haven't resolved the issue what is wrong with your payment provider not wanting too give me the £10 i won on the 6/06/21 but can give me the £10 i won on the 11th? Its being going on for 3 weeks and i even have this trying too solve my issue through resolver because you are just proper stressing me out and im getting ill because its annoying me that i win money it should be in my bank for the following couple of days as it states on your site for withdrawals but ive still not received the 6/06/21 withdrawal or heard anything from your provider",1
2021-06-26,"THIS IS WHAT THEY SENT ME BY EMAIL FOR DARING TO COMPLAIN LAST WEEK.THEY ARE JUST CHILDISH, NOT A COMPANY WORTH WHATSOEVER.I tried place a bet and the most I am permitted to bet is 5.17e, complete crap that is.Hi LIAM,We wish to advise you that following a review of your Ladbrokes sports betting account, you will no longer be eligible to receive ANY of our free bet offers and concessions.These include concessions such as “Best Odds Guaranteed”, “Odds Boost” as well as ALL current and future free bet offers (including “Acca Insurance”).ALL current and future free bet offers (including “Acca Insurance”). Please be aware that although you may still see free bet offers and other concessions advertised on the Ladbrokes site and mobile apps, any bets you place will NOT qualify toward them and you will not be awarded any subsequent free bets.Please note that any future sports bets that you attempt to place may be subject to staking restrictions which will be notified to you at the time you are seeking to place a bet. These restrictions are in accordance with our terms and conditions.We would like to draw your attention to the following key points regarding any free bets that you have not yet redeemed or in relation to which you are part way through completing the qualification requirements:Any unredeemed free bet tokens currently available within your account will remain available for use in accordance with the terms and conditions applicable to the specific free bet offer through which they were granted.If you have already placed qualifying bets in relation to a specific free bet offer, you will still be entitled to receive the full value of the relevant free bet token in accordance with the applicable terms and conditions.If you are part way through qualifying for a free bet token you will still be able to place further qualifying bets and be entitled to receive the full value of the relevant free bet token once all applicable requirements have been fulfilled in accordance with the terms and conditions. However, please note that whilst we will allow you to place further qualifying bets on the vast majority of our sports betting markets, the restrictions placed on your account may result in you not being able to place qualifying bets on certain sports betting markets.Regards,Ladbrokes Sports Team",1
2021-06-25,Rearly bad for a big company. Barley ever win and if ya do it waits till yav lost a tenna and lest ya win couple quid which they know yal put back in. Rubbish app,1
2021-06-21,I haven't logged into my Ladbrokes account since March. I logged in today. My account has nothing in it (there was  only £18.75 in March). I cannot find any way of contacting Ladbrokes. Any ideas how I can chat or phone them?,1
