,Company,Review,Date,Rate
738,paddypower,"Very easy app to navigate and find selections you want on any sport, casino and games, bingo lotto etc",2022-01-05 11:01:43,5
739,paddypower,"The Customers security is paramount, leave no stone unturned in offering you a safe and secure, enjoyable experience. Very impressed!!",2022-08-12 04:52:47,5
740,paddypower,"Pay up as soon as you win ,poor odds compared to 365 but all in good, don't press the power up odds booster ,, if you put a tenner on and boost to say 4/1 you get £50 even if it finishes 10/1 .",2022-02-25 09:45:46,3
741,paddypower,Cannot log in since update. Really annoyed as got money in account only small amount plus a free bet. Hope this is not lost and problem rectified asap 😡,2018-12-15 07:37:55,2
742,paddypower,App seems easy enough and I tried to add funds thru PayPal but it hangs forever on a loading screen.,2022-11-24 10:21:39,1
743,paddypower,App is wee bit temperamental at times but in regards to betting and promotions it's right up there at the top. Recommend over several others.,2020-06-25 05:19:25,5
744,paddypower,Great fast and efficient app. Pin code is a great way to log in rather than username etc. Cash card is amazing. A great company.,2018-11-02 10:23:51,5
745,paddypower,"WARNING YOU CAN NOT WITHDRAWAL MONEY FROM PADDYPOWER. Even after i contacted them, they said they cant. This is not because of a limited or free bets, this was 100% my money. Its a way of making you spend all your winning within the app.",2019-03-13 07:59:39,1
746,paddypower,Still waiting on the issues to be fixed. Can not log in to the app since the update. Using Galaxy S8.,2018-12-15 09:40:57,2
747,paddypower,Only been on PP for one day. Very impressed with the customer service. The promotions are very good as well,2020-06-16 09:47:01,5
748,paddypower,"Too many clicks Clicking on your horse should take you to the race. When race is finished, clicking on horse should take you to the result. Very clunky app",2021-06-05 18:03:21,1
749,paddypower,1 star simply because I'm unable to make an account despite not having one. I also wanted to use the live chat but it's forever unavailable... The Twitter help did nothing to help either... William Hill has 0 issues.,2020-11-25 10:00:58,1
750,paddypower,"Careful with this app guys. Let's you deposit but not withdraw, says account is suspended after getting emails to say its been fully verified and fine to use.still waiting for my money back .worst app I ever see in my life 🤢🤢🤮🤮🤮send back money to peaples and after suspend account 🤔💩",2022-04-03 16:41:40,1
751,paddypower,"They are cheating people, I won Saturday money they blocked my account, I sent them all documentation for verification, 3 days no response from them and my account is closed. People don't play with paddypower",2022-09-26 13:39:04,1
752,paddypower,"Good horses but keep well clear of the games ive lost a 1000 on the roulette,just took and took didn't want to pay out , it's a rip off those games be warned",2022-10-15 04:40:31,1
753,paddypower,I left this alone for 6 month's due lack of winning anything and things haven't changed if only got worse. Wouldn't even recommend it to my worst enemy.,2021-08-10 16:20:47,1
754,paddypower,"Easy to get along with, I've never got a bonus bet though after spending hundreds so I'm leaving this app, not very good bonuses, can't cash out of power price bets neither",2021-04-07 13:12:28,3
755,paddypower,Not worth your time. Last week I placed a bet in a race where it was money back all users. It's been a week still no money back. And when I try to contact someone all's I get messed about by the txt robot,2022-03-21 10:59:46,1
756,paddypower,Best from all the ones I did use... So easy and deals and free bets.. Just waiting for the lottery to come... Don't use any other site now..,2020-06-13 06:44:29,5
757,paddypower,"Was great when i first opened the app now it keeps shuting down and not being computer literate not easy to sort out, shame because I've good money in the account and trying to give a bit back",2021-03-24 16:39:41,1
758,paddypower,Unbearably slow. To the point where the app is barely usable. Once the money is spent in my account i'll probably find another bookies to use,2020-02-22 04:43:28,1
759,paddypower,Like the app....love the free games they give you and free bets but can be slow in loading no matter where you are.,2022-09-03 05:32:16,4
760,paddypower,"I enjoy a bet now and then, this app helps with all information on runner's and riders, my only complaint is I can only use this app in the UK, I spend most of my time in Tenerife, come on PP sort this out please!",2019-06-29 14:15:39,5
761,paddypower,"Pretty well optimized app and nicely laid out, only issue is I get logged out every couple of days so I'm constantly having to login again.",2021-04-04 15:33:50,4
762,paddypower,Love this app 5*,2023-01-28 10:44:40,5
763,paddypower,Been a keen better for years. I've been using PP for over a year now & can honestly say I find PP the best around. Good odds.& plenty of free bets to be had. Wouldnt use anyone else,2020-10-28 19:06:46,5
764,paddypower,I've had a few betting apps. Sky is good but this is equal. Plus I've had a couple of good wins 🤣,2022-10-22 05:23:38,5
765,paddypower,I just wish you had could see all write ups for each horse in each race on one click like Bet365. If you could yours would be a better app.,2020-06-06 12:17:54,4
766,paddypower,"The login button no longer works in the app on my galaxy s10 plus, and hasn't for a number of weeks.",2022-12-10 11:01:52,1
767,paddypower,"Only disappointing thing for me is that you can't bet on ""both teams to score in both halves"" apart from that all good..",2018-09-22 03:50:11,4
768,paddypower,"Generally ok. Sometimes lags. Big into horse racing some other apps show previous races, I would be happier if PP could do this",2019-12-22 03:59:32,3
769,paddypower,Poor to navigate and shockingly slow. Only use it to save multiple accounts. Would avoid.,2021-05-08 12:15:52,1
770,paddypower,Had no problems with horse racing or when I was playing gaming machine but I got a bonus and it's keeps crashing before I can play my bonus so wat will I do if it won't let me play my bonus on rainbow Richie's,2022-12-02 07:51:24,5
771,paddypower,Horrible navigation and very laggy at all times. Also inputting bets and changing them can take forever,2020-04-02 18:45:22,3
772,paddypower,Great app easy to navigate to which sports easy to build a bet best one out there by a country mile 👏,2022-11-23 13:16:51,5
773,paddypower,Good app with a great selection of bets. I lose more then I win but I stick within my budget so there's no problems.,2020-02-15 08:20:03,4
774,paddypower,Unbelievably slow app..constant freezing while using it..also freezes when placing bets to change the price on you,2020-02-09 10:15:44,1
775,paddypower,"Good for sports bets and race streaming, but so easy to click wrong and end up in a casino/games section full of throwaway money junk.",2020-09-16 10:23:01,3
776,paddypower,"User friendly compared to some, easy to navigate and easy to check bet history.",2019-07-30 16:26:53,5
777,paddypower,Best betting app going,2023-01-29 03:23:06,5
778,paddypower,So far so good. Every sport covered and plenty of special Power bets. Only complaint is all the messages. I don't want to bet every day.,2021-06-12 17:59:44,4
779,paddypower,Excellent app which is easy to log in to and features lots of in-play football betting.,2019-02-22 18:56:36,5
780,paddypower,"App not working since upgrade, even uninstalled and reinstalled. Still not working. My husband didn't install upgrade and his app is working ok",2018-12-16 09:03:02,1
781,paddypower,good range of matches and always up to date on everything that happens in a match. makes betting well easy. cheers guys.,2019-02-06 17:08:17,5
782,paddypower,So slow. Betting slip disappears so you cannot place your bet. Damn frustrating. I loved it a few years ago. Now it's poor,2022-05-10 15:02:58,1
783,paddypower,Just find this app quite limited and frustrating to use. Would be good if you can have notifications on your bets and matches.,2020-01-04 10:36:12,2
784,paddypower,"Best bookie site on the web. I only use for Horse racing. Easy to use, unlike others. And I have used most of them! Always end up back here..",2020-09-28 16:59:15,5
785,paddypower,"Great app, good power prices, fast payouts, clear layout. Only negative it suspends cashouts too often/early.",2021-10-16 04:32:35,4
786,paddypower,Much improved in relation to other bookmakers. Best odds on extra place races and best odds at 8.0am.,2020-12-12 04:13:39,5
787,paddypower,Great for a cheeky little flutter. Easy to use..Just keep it fun though and you will enjoy the benefits.,2021-07-03 14:21:52,4
788,paddypower,"easy to use, works smoothly on my HTC one android, no glitches, has all the functionality of their main website, cannot fault.",2018-12-30 09:24:13,5
789,paddypower,"Unfair games and scaming, Used the ap for 1 year and lost almost anytime, live games were scamed most of the time and just unreasonable marketing and pay outs, misleading advertising.",2021-10-22 15:21:17,1
790,paddypower,"Best betting app by a mile, I've used most the big bookers and PP is by far the best. Communication is also a strong point!!",2022-02-26 03:38:13,5
791,paddypower,Very poor layout to access stats and keep an eye on current bets. Bet365 app is not brilliant but still far better than this,2022-05-15 12:07:20,1
792,paddypower,"I am unable to access the app or my funds, it says app needs update but the update link doesn't work. Does anyone know how to retrieve my money.",2021-03-29 11:43:32,1
793,paddypower,Not a good app at all and the wonder wheel I've won 10p 2 times in 2 months awful considering I play daily not to be rewarded jack snit compared to other company's is a shambles will not be using again put too much in for zero rewards is cheap as duck,2022-02-17 03:57:36,1
794,paddypower,"Really easy to use App, not had it long but enjoying it so far! That might change when me luck on the horses runs out 😂",2021-05-14 09:29:31,5
795,paddypower,Best racing app in my opinion even though I have more luck on Betfred. Everything is where it should be within the app. 9/10.,2021-03-29 14:28:23,5
796,paddypower,"Keeps freezing and completely crashing, becoming unavailable for hours if I Click into the casino....",2018-11-26 18:13:16,2
797,paddypower,"Brilliant app, no delays, really quick, It's very easy to operate, unlike a few i could mention, highly recommended",2020-08-31 09:03:50,5
798,paddypower,"Far and away the best betting app. Looks nice, runs perfectly. Faultless.",2021-04-04 07:25:17,5
799,paddypower,Poor show Paddy Power....you should provide a 24/7 service. Re-instate the old app or fix the latest update. Bet365 from now on!!!!,2018-12-16 12:31:43,1
800,paddypower,"Apps rubbish, how can you not have confirm button for cash out. Oh wait if people accidentally cash out like I just have for 83 needing just real Madrid for 230 it saves them money. They not stupid.",2019-12-11 14:55:17,1
801,paddypower,"Deposited £10 and waited for bet to settle, still not received £40 free bets, also looked back at the promotion and says I still need to make £10 bet and the help chat is utter waste of time, a new app I need",2021-04-11 05:06:16,1
802,paddypower,"Once again, can't log in, app doesn't even fire up. Shame, I love paddy power but I'm most likely going to have to use someone else",2020-11-07 13:17:55,1
803,paddypower,Best app and betting/gaming company I have used. App runs smoothly and withdrawals are in my account within 5 seconds. Recommended. 5 stars.,2021-07-03 13:45:44,5
804,paddypower,"I've only given a 3 star so I could post this. Could somebody answer my query please? Can I go into the bookies and put some money onto my app? I don't have a bank account and I'm fed up with using other betting sites where you scan the bet receipt from the bookies, for it to not work half way into a game (because there's a chance of a cash out!). Thankyou.",2019-01-31 06:20:21,3
805,paddypower,"You should allow up to 4 bet builders in 1 accumulater...thats all thats missing from this app...also, why dont you have notifications when goals go in? Thats basic stuff",2022-03-13 06:50:50,1
806,paddypower,"Easiest site to navigate, I switched over from sky on advice of brother and I'm so glad I did better odds better bets with suggestions that actually win. Here's to PP",2022-02-12 05:34:37,4
807,paddypower,"Terrible customer service, takes forever for someone to reply and taken over a month and still they are unable to verify my account.",2020-12-08 15:55:50,1
808,paddypower,I stopped using paddy because the app was rubbish but they have done some upgrades and it is running great and I'm back using them full time now!!,2020-06-22 08:26:41,5
809,paddypower,Very poor experience. Cash outs are blocked when you are winning. Customer support are clueless and spout corporate bull. Cash outs change AFTER you have clicked on it to a lower amount. Don't bother,2022-01-10 14:22:31,1
810,paddypower,"Filtering teams / leagues would help, SPL and Scottish leagues are usually buried beneath the other European countries. Plus motorsport tab / option",2019-08-24 15:48:43,4
811,paddypower,"The biggest race meeting of the year and PP app won't open are they for real, I'm only a small time gambler but too miss out on a winning treble today is absolutely sickening 4k down the tubes. Only for my mate he was able too put on the my bets for €300 in winnings means nothing when it could of been €4360. Bets like that don't come along very often I feel sick as a dog.",2021-03-18 14:06:32,1
812,paddypower,"Very enjoyable,good fun to watch the results coming in on a soccer bet,and to be able to watch a horse race live.",2021-03-29 09:24:40,5
813,paddypower,Paddy Power app is ten times better and faster than Ladbrokes app - which is slower than slow. No issues with PP app.,2021-07-29 10:56:09,5
814,paddypower,"Easily managed app, with occasional free bets. Reinforcing the gamble sensibly, which is so very important.",2022-04-02 10:19:36,5
815,paddypower,"Not really an app, more a web wrapper. Needs to be improved, slow and clunky.",2020-03-08 17:02:30,2
816,paddypower,"Would be a 5 star app if you got treble odds for one winner on lucky 15s or even double the odds, and with no bonuses for all 4 winners this is the only thing that lets this down",2020-11-16 12:04:10,4
817,paddypower,Since update the app has worsened. Before update ran smooth and quick but now it is unresponsive at times.,2020-06-26 13:57:33,2
818,paddypower,"one of the better gambling sites ,other sites give free spins etc without the need to put in over 25 pounds but this is its only downfall.good odds and customer service.",2019-07-10 20:26:14,4
819,paddypower,"The best online betting site, great promos, great tips, great info, fast withdawal, friendly customer service, view all races for free. Top top site! Highly recommend!",2021-04-05 04:58:24,5
820,paddypower,Better than Ever. All very clear and understanding. Mighty impressive. Thank you. Racing any Greyhounds lately Patrick.. Seen you Do this at Shelbourne Park one night.. You ran really really well.. Lovely Style 👌,2020-07-05 16:04:06,5
821,paddypower,"Easy to use, but some glitches and had issues with free bet offers, only use it couple of times a year, good enough for that",2020-03-13 05:34:56,4
822,paddypower,"I've been removed from playing promotions just as I got to question 10 on beat the drop. It's disgusting, im never going to deposit again. I'm changing my betting site",2021-04-09 07:51:13,1
823,paddypower,"i use this app nearly everyday, but all of a sudden its saying app no longer available, update!but when i try and update just keeps bouncing me back to same message, ill give it a day ,if not sorted ,ill jump ship",2021-03-29 11:40:35,5
824,paddypower,Only just joined after bad experience with skybet who i was with for years mostly for the horses. So far seems to be good with offers and promotions. May change to 5* if i get some winners lol.,2021-04-10 16:51:20,4
825,paddypower,"Overall a good app, not had any problems personally. Only thing odds aren't as great as other betting apps.",2022-02-28 14:30:59,4
826,paddypower,"Enjoying it so far, easy to use and if you need to talk to anyone re a query very good service all round.",2021-08-03 10:43:32,4
827,paddypower,"Looks like I'm not the only one having their account suspended when having a winner? Docs supplied online, you can only do it once due to the boxes being checked (ticked) did them again, having to download on chat. 3 days later still nothing. My money still not accessible. Betfair, the same company cleared my suspension in a day?? Ahhh no winnings in that account? Try other sites with better odds, do your homework & avoid the stress of this debacle.",2021-02-04 10:17:41,1
828,paddypower,Once i started winning the in play bets slowed down and i was removed from any bonuses. I am no professional gambler and they have still won plenty from me.,2022-09-10 15:42:38,1
829,paddypower,App has been down for days and no notification whatsoever. Extremely poor customer service from you Paddy Power. Tried to place bets over the weekend which actually won so very disappointed with you alround. Come on Paddy Power up your game.,2018-12-17 03:21:21,1
830,paddypower,Tells me to update but then won't update. Have used the app for a while now without any problems. This is the first problem,2021-03-29 13:37:20,3
831,paddypower,Been very slow since the last update. By the time I load a 5f race it's finished!! Also can't see my altered potential winnings now based on results to b see whether worth cashing out,2020-03-13 17:16:31,2
832,paddypower,I don't think I've ever use an app as unresponsive as this. Literally a 5 second delay on every action.,2020-02-06 12:09:25,1
833,paddypower,Very poor. Continuously questioned to accept all cookies with every click you make. Time consuming and very annoying. Poor.,2022-01-25 15:00:36,1
834,paddypower,"Time to change...bet365...never have these issues...very very poor, would probably ha e been fixed earlier if the PP employees weren't so busy giving it 5 stars ""reviews"" to keep their Google ratings up.",2018-12-15 15:33:17,1
835,paddypower,Still don't know how to use properly. Find it difficult to use free bets usually. Don't know how to do a lucky 15. But it is very handy for on the spot bets. I'm a novice.,2022-03-16 13:21:34,3
836,paddypower,Its good and you account is safe and the payout to your bank mega quick. Good boosts. Not really many free bets though.,2020-09-17 16:00:57,4
837,paddypower,Very easy to use and I like where you get extra places and fewer place options.,2020-09-18 06:39:26,5
838,paddypower,Withdrawal is taking so long up to 7 days and app is crashing all the time - cant give more than one star- sorry there is much better app and service out here tbh 😔,2021-09-09 21:05:20,1
839,paddypower,"Great betting app, lots of options, lots of freebet, very enjoyable. Highly recommended. Irish No. 1 betting platform.",2019-05-02 12:07:51,5
840,paddypower,Being told app no longer usable...takes me to google play which offers open or uninstall...press open and it tells me to update..press update and back to open/uninstall..on a loop...ggrrr..,2021-03-29 12:01:23,1
841,paddypower,"Very easy to use, also very impressed with the betting limits straight away you sign up.",2021-06-17 11:42:51,5
842,paddypower,"Really fair, nice odds, great offers much more info than most & the easiest to withdraw by far.",2023-01-02 16:32:34,5
843,paddypower,Very happy with this app. They have the prices around than any other betting office. I highly recommend the app,2021-07-11 03:58:32,5
844,paddypower,I am unable to log into my account now due to app being updated. Just go round in circles!! Very frustrating,2021-03-29 11:19:17,1
845,paddypower,do not use paddy power the app is no good and i advise you not to go on slots i lost £370 on slots it is fixed and does not pay out what they say they do so i advise you to go on ladbrokes slots are way better ive won £856 from £20 on ladbrokes so that tells you ladbrokes is better go and try it out,2019-01-24 13:03:09,1
846,paddypower,Keeps saying needs to be updated but just takes me back and fore to the not working screen to the app store screen.,2021-04-03 09:25:21,4
847,paddypower,"Not too bad, but would like a Dark Mode option? Couldn't find on anywhere within the app.",2022-10-19 14:21:34,3
848,paddypower,Paddy power. Don't keep to Dere promotional. Send a friend a link thay make account play 10 on slots so I did it with a friend waited till the next day message them in the chat you can do to get my account lock n not getting my reward. Go to fine a different app thay don't keep to what thay say,2020-07-29 14:48:24,1
849,paddypower,Cant fault it really. Only thing to make it better would be to show the scores of the games you have bet on in your cash out option.,2019-04-13 06:16:50,5
850,paddypower,"I've deposited money and made bets yet there's no bets showing up in the bets tab and no money in my account, so as far as I'm aware I've been robbed. EDIT: it went through after about 5 mins so I'll take my rating to 1 to a 3, its still bad that there's not even a warning.",2021-07-11 15:01:40,3
851,paddypower,"Don't bother, placed a 250-1 bet this evening in the 80-1+ section , pressed place bet at those odds the bet was put on at 14-1. Absolute con of a bookies even tried speaking with them only to get auto replies... Better bookies out there..",2022-01-03 17:16:15,1
852,paddypower,Rubbish .. tells you to update then when you do click update it does not do anything keeps saying needs update but won't update .. uninstalled it and even when you reinstall says it needs update .. I'm giving up,2021-03-29 11:22:53,1
853,paddypower,Quick and stable. Very fast at paying returns. 3 years on still the place to have fun.,2021-08-15 06:58:57,5
854,paddypower,Not the best of football prices and constantly showing betting suspended for Cash out options. When the games are flowing normal.,2020-06-12 12:55:41,1
855,paddypower,"Worked fine till got new pixel 6 pro, wont allow finger print any more or pin to log in. App now slow and clunky too ... Reminds me of ladbrokes app now.",2021-11-25 12:09:18,1
856,paddypower,"I'm a VIP customer and will be holding back considerably what I spent. one friendly match kicked off and played 2x30 min halfs. odds reflected a standard match. every other bookmaker voided the selection apart from paddypower. will now bet minimal with them. claim to be different from the rest but far from it. would not reccomend them to anyone.only upside is my VIP account manager who is a good guy,but the company as a whole I have lost complete faith and trust with. off back to bet365 I go.",2019-07-02 18:22:03,1
857,paddypower,App's good but unfortunately they have chosen to limit me on promotions without being willing or able to provide with me a reason so have closed my account with them,2021-08-12 13:26:13,1
858,paddypower,Awful very hard to use the login issues are ridiculous I've a load of time and money on this App for nothing didn't get a free bet as i was promised as a new user.,2019-04-07 19:02:49,1
859,paddypower,Was a decent betting app then the stats on in game betting woukdnt load and became impossible to get in game so therefore useless. Still hoping you sort this or I may have to try sky bet instead,2018-11-17 19:01:20,1
860,paddypower,Do NOT deposit any funds until you have verified your identity. I deposited funds then they wouldn't accept my ways of verifying my account and had my account suspended and my money frozen with no way of withdrawing it!,2020-03-11 09:03:41,1
861,paddypower,Back to normal after update and wouldnt let me log back in thankfully my bets was still OK and didn't lose me any money but wouldnt let me update or log in so bit unhappy but at least it's fixed now and bets did not lose because I would of been we pissed,2021-03-29 14:00:12,3
862,paddypower,"Absolute disgrace of an app, suspended my account while had two open bets and lost out on money, (supposedly i was picked at random) stay well clear.",2020-02-17 05:23:37,1
863,paddypower,"excellent app very easy to use , great game in beat the drop answer sport questions to win , initial free games ( i could do with some more big hint lol ) great power prices amd odds very happy 😁😁😁😁",2019-06-28 09:38:15,5
864,paddypower,Love this app easy to use for sport bets n irish lotto great fun game but where as the shark week slingo gone I was in middle of a game happily playing winning and losing then the game as just disappeared,2022-09-21 19:26:18,5
865,paddypower,"iv used alot of betting apps and this one is one of the smoothest running, rarely anything wrong with it. good app :)",2021-05-30 09:34:49,5
866,paddypower,"Always a top class service with Paddy Power. Rarely a problem, and chat available to solve any issue.",2022-07-12 12:38:08,5
867,paddypower,Shocking half the games dont work properly and they say that the games are random yeah there defo random lies and they claim the games work fine yet I beg to differ when it runs so slow using 250mbps Internet,2020-07-04 16:58:11,1
868,paddypower,Since update can't log in and have money in account and have tried uninstalling and reinstalling but still not letting me touch the login button to enter password or fingerprint,2018-12-15 09:06:23,3
869,paddypower,"Every time I bet on the football ht/ft bet, the cash out option disappears at the end of the first half!! I don't think this is acceptable",2020-12-20 11:06:16,1
870,paddypower,I like Paddy Power and I think that the app is ok but I would respectfully suggest that the layout could be better.,2021-03-24 13:12:04,3
871,paddypower,"Great for free bets,but dont play fishing frenzy big catch,400 spins,got one feature and payed nothing,better off playing normal version,absolutely terrible game,avoid at all cost",2021-06-28 11:34:24,4
872,paddypower,App is asking to update but it doesn't work. Uninstalled and re-installed. Still not working.,2021-03-29 11:38:00,3
873,paddypower,Easy to get your bets on.,2023-01-30 09:48:05,5
874,paddypower,"Has not been working at all for the last few days, still not working. I have uninstalled it and reinstalled it several times and it still wont work.",2019-01-18 11:03:45,1
875,paddypower,"I've used most online bookies to take advantage of new customer offers, paddy is the one I've stuck with.",2020-12-26 17:18:29,5
876,paddypower,Easy to use app.Informative racing information Good odds on races and extra places. Would recommend.,2022-03-05 13:17:34,5
877,paddypower,"Best betting app I have used, great free bets from time to time and plenty of good offers on all sports.",2022-03-12 06:54:33,5
878,paddypower,Excellent very good,2023-01-27 13:23:47,5
879,paddypower,"The best betting app by a mile. Doesn't crash, quick and responsive, love it",2021-03-30 14:06:17,5
880,paddypower,Still love paddy Power over the many years of playing luck is down at the minute hopefully things will change soon its been a good few months since I've won anything goin to have to take a break with Christmas coming up good luck to all that play paddy Powe,2022-11-01 06:05:01,5
881,paddypower,"Can't get into to app for days, no easy support... All on line reboots don't work...not happy... worked twice .. not working again",2018-12-26 08:26:28,1
882,paddypower,I'm more into slots but I'm into the turf sports a bit. I'm lucky if I have the pennies to have the best of both worlds nowadays .,2022-09-02 09:56:36,3
883,paddypower,"Easy to use, excellent customer service, great promotions although some more free spins would be great, all in all the best betting app out there",2018-11-24 04:19:44,5
884,paddypower,"Worked fine until the update 2 days ago, now won't open, keeps crashing, can't check my bets or place bets, getting tiresome",2018-12-15 04:06:08,1
885,paddypower,"Paddy Power are the best for cash outs, great live streaming, app is great, I do lose lots of money, not so good!",2022-03-12 06:41:10,5
886,paddypower,Fantastic. User friendly. Helpful and full of news. Always exciting. Excellent. Best around. Thanks,2020-09-15 07:15:36,5
887,paddypower,Regular technical problems have resulted in bets being missed. I no longer have confidence in the site.,2020-06-24 09:46:15,2
888,paddypower,The app is now not loading telling me to update and then there is no app to update to even though I checked and the latest update was 23/3/21 I now can't access your site at all,2021-03-29 12:20:34,1
889,paddypower,Easy to use clear app for a racing novice. Like the explanations of bets like combination forecast etc,2021-03-26 08:22:07,5
890,paddypower,Not bad lay out good return when playing the games more stable than Ladbrokes for instance & customer care better for the punters & more bonus features major let down don't follow app for live scores for bets go to live scores got told with staff it cost me 5k,2022-08-11 20:27:54,3
891,paddypower,Ok for bet options but the app runs so slowly I've even not bothered placing a bet because it was taking so long!!,2022-08-27 05:53:29,3
892,paddypower,Best betting app by far. Can find everything you want and more. Definitely one to go to for me.,2021-03-31 11:20:19,5
893,paddypower,Can't change to decimal odds. This app is pretty pathetic. Not like this on iPhone. Such a glaring thing to overlook!,2022-07-06 17:09:42,1
894,paddypower,Just been stiffed by pp they suspended my account no explanation in app or email. Very poor service. My advice don' t use there's better out there. Still awaiting an apology! Probably always will be after all they don't care about the little people!,2020-05-04 01:45:44,1
895,paddypower,"All good. Pity you can't change or cancel a bet though once you have made it. Otherwise great, all good.",2021-12-18 07:58:22,4
896,paddypower,slow reactions.. dficcult lay out on roulette tabble .. icons blocking the 0 number for example... a clitch where it hides your wallet .. with out asking you.. all in all a very unsatisfactry app,2019-08-22 16:46:05,1
897,paddypower,I have been completely removed from all promotions for absolutely no reason when I spend money on the different parts of the site poker betting etc. Its a joke of a company,2022-03-13 11:36:10,1
898,paddypower,The Best bookies on the Internet. Great offers and competitive odds. App is easy to use.,2021-04-03 03:12:41,5
899,paddypower,I'm with paddy power more than 5month and I can say that they don't give free spin or bonus...i recommend other places to play not here !!!,2020-02-18 12:06:04,1
900,paddypower,Brilliant easy to find everything on the app and always working with no bugs.,2021-02-21 03:06:57,5
901,paddypower,"Good prices , regular free bets and offers. Site little difficult to navigate.",2020-07-25 10:57:45,4
902,paddypower,Can't access since last update. Cannot login as no detail seen when trying to access app. V. Poor update!,2018-12-15 07:19:13,1
903,paddypower,Can't open an account after show my passport/statements and everything. Seriously what a waste of time.,2021-01-12 11:56:45,1
904,paddypower,"Cant sign up, says I already have an account, when trying to recover account I enter the only emails I have and it says theres no account related to those emails.",2021-02-11 09:56:13,1
905,paddypower,App is very slow compared to others. Also its a disgrace you pay extra places in big runner handicaps and only pay 1/5 a place.,2019-07-02 15:02:19,3
906,paddypower,"Very easy to use, best gambling app I've ever used, doesn't crash. Can't fault it.",2021-08-21 15:30:16,5
907,paddypower,Decent app but finding a lot of buffering on live racing on phone app,2023-01-28 08:24:00,4
908,paddypower,"Fingerprint recognition now reboots my phone, uninstalled and reinstalled and still doing it! Over to bet365 I go!",2022-07-30 01:33:06,1
909,paddypower,Good app for placing your bets on horses etc only criticism is it crashes too often and needs to be forced stopped to get it to work,2018-10-13 08:13:06,4
910,paddypower,"Can be a bit slow sometimes. Would like to be able to do a placepot at the horse racing,,",2021-08-05 10:32:00,3
911,paddypower,"This app keeps having Serious Technical issues, keeps Not Letting You Cash OUT, Promotions Don't Always Work When YOU meet The Requirements, Which is Conning YOU out of your Hard Earned Cash, personally Sky Bet is Recommended, won on spin to win £100, now I've been excluded from wonder wheel, I was offered £2 free bet, when I stated it's discrimination and I'd see legal advice, said oh well we can't give you that then, I'll put screenshots on fbk page, insta for all to share.",2021-09-08 10:08:07,1
912,paddypower,"I use paddy's because it easy to use and great loyal customers, love the £5 bet bonus scheme 👍. Best phone app out there.",2021-12-18 10:00:07,5
913,paddypower,"Great app, so easy to place a bet on any sport and access games, casino and even free bingo.",2019-07-04 07:44:56,4
914,paddypower,Poor security. Really annoying that Remember Me is pre-populated as ticked Yes on every login. Please amend so that it is unticked.,2021-07-03 14:09:34,4
915,paddypower,"The layout is great, easy to navigate. Loving this app and the free pants",2021-08-09 05:22:16,5
916,paddypower,Great cash outs fast betting better than Ladbrokes and Boyles for most things.... Customer service needs to be a bit better as when looking for something they give you the long over all reply instead of straight to the point,2021-05-19 02:00:47,5
917,paddypower,Just got the app. So far so good. Got 30 free spins on the slots and won £20. Lots of bonuses,2018-12-15 18:37:57,4
918,paddypower,Always does the same sequence for the free daily spin. Don't know anybody have a different result.,2022-07-06 08:38:03,1
919,paddypower,Not helpful being band for 2 years is to long I got less for drink driving I've spent more on groceries and getting my hair and nails done kind regards,2022-09-22 23:46:14,1
920,paddypower,"Love the app, but the customer service is the worst part for me, very unhelpful and very slow.",2021-03-23 10:13:11,3
921,paddypower,"App worked perfectly until new update, now nothing at all will come up on the main page, can't log in, menus wont pop up",2018-12-14 15:44:36,1
922,paddypower,Apart from never winning snuffing I think its a great app. Love your Facebook page too. Keep up the good work chaps.,2020-02-16 13:57:01,5
923,paddypower,"Nice and easy to navigate around, easy to use offers and discounts.",2020-06-19 10:43:06,5
924,paddypower,Very poor the app keeps asking for it to be updated. Uninstalled and installed again still can't get in on my phone.,2021-03-29 11:47:38,1
925,paddypower,"I really like the app!! It's really easy to use and for a person who just likes to bet the odd pound here and there, it's perfect.",2022-03-17 17:22:18,5
926,paddypower,"App has got very slow cashing out is a tiring effort, trying to place bets is slow wrong teams or horses picked slowing the whole process.",2020-02-28 05:39:37,3
927,paddypower,First class as always,2023-01-26 09:53:54,5
928,paddypower,Very slow app. Quite hard to navigate compared to sky bet.,2023-01-22 13:41:36,3
929,paddypower,Ye sometimes it's slow and gives wrong results but when its working properly it's a good app,2023-01-26 03:32:01,5
930,paddypower,"DO NOT USE THIS APP, one star it too generous. I won a bet and they wouldn't give me the money. They made up some terrible excuse and other people have had the same issue. Very inconsistent and borderline illegal.",2023-01-20 05:38:42,1
931,paddypower,"Very easy to use and navigate, great power prices and #what odds paddy variety",2022-02-26 04:58:05,5
932,paddypower,"Update as broken the app completely, literally nothing happens when anything is tapped-----edit : better late than never but 6 days down is quite disappointing",2018-12-17 12:07:27,4
933,paddypower,"DISGUSTING - If the fun doesn't stop they will damn well stop it for you!! A lot has been made recently about the unscrupulous behaviour of betting companies and their tactics to hook people in, get them addicted, then sit back and let them spiral into debt. Paddy have just removed all promotional offers from me as I've dared to win perhaps £300 this month! They clearly don't like customers winning, even small fry like me. Go with SKY BET folks.",2021-11-26 10:44:31,1
934,paddypower,"App works but not intuitive at all, not a great user interface, not cleanly designed",2022-06-23 13:12:38,2
