,Company,Review,Date,Rate
207,r888,"The app crashes more than the test dummies that car companies use. Otherwise, don't bother with the bonuses, they are essentially a scam.",2019-07-27 11:01:48,1
208,r888,So far so good with app. I mainly play on the rollette and blackjack and not had any issues. The £88 welcome bonus was a bit dissapointing as you can only win no more than £10! I would give it a 5 star if the withdrawal is as quick as to deposit. I am currently waiting cash withdrawal since yesterday so will update once its gone through! Bobshakala!!!,2021-04-10 08:08:15,4
209,r888,"False claim to offer you £88 without a deposit. None of which you can spend without depositing your own money! Will insist on taking your email, mobile and address details and being able to send you promotions (junk).",2021-03-18 21:03:26,1
210,r888,Really struggling to get on the app every time I want to play it says I'm in a restricted country?? But I thought it was made for the UK? So I have to uninstall and reinstall the game over and over again until it works but obviously I need to get back on as my money is on my account,2021-05-26 13:49:05,2
211,r888,This app is full of false advertisement they claim that you will recieve £88 to play with without a deposit. But I just signed up and got 88p Apps that feel the need to false advertise to me are always a NO for me JackpotJoy never seems to treat people like this I have been a customer of there's for some years now.If you feel the same as me head over to Jackpotjoy,2021-08-18 11:14:50,1
212,r888,Been using this app for months in the UK and now it says due to regulations I can't use this in my country of residence. Really annoying as I still have money on my account please fix this bug.,2021-05-27 17:05:21,1
213,r888,They don't respond to emails! I'm waiting for a week to be verified and nothing happens. I can't even play! But off course they asked me to deposit before with offers and offers,2019-06-29 06:02:51,1
214,r888,"Only rated one star due to it taking seconds to deposit but 4 to 10 working days to withdraw,not worth using when other sites pay out straight away, I deleted same day. If you want players to stay with you 888 speed up your withdrawals it's really poor to other gambling sites.",2021-02-20 14:46:37,1
215,r888,"Wish to try this app, but after 6th time of taking pics of my utility bills I gave up. After 2 years I gave this game another go but apparently system know better where I live and do not accept my address. Sorry but I do not bother to tray again",2022-06-25 19:33:50,1
216,r888,"Thank you 888 casino. You cured my addiction of gambling. You're payouts are so bad that it put me off gambling completely. No trigger bonus in 100 hands on 1£ a hand. That's is bad, but not even a single win? Just random figures? Who ever regulates you needs to be sacked.",2021-09-07 17:59:04,1
217,r888,!!SCAMMERS!!! Signed up and deposited £30. Was supposed to get bonus £30 once signed in. After asking my bank details i set up paypal for deposit. Staright after it took my money signed me out then wouldn't let me sign back in. Called up they said i cant get refund unless i verify my account with i.d. I couldn't so they told me to email paypal details and screenshots of PayPal account and i.d. A week later £300 came out my account from a diff casino name. Called my bank they said its fraud.,2021-01-15 00:27:39,1
218,r888,"Falsely advertising that you get free money to use on any game but in actuality you don't get a penny,it's you that needs to give them money or should say deposit £10 even then you don't get the so called £88..Yep shite wouldn't recommend this 💩 app",2021-12-09 15:38:31,1
219,r888,"""no deposit needed"" -proceeds to make you deposit.false advertising and I haven't even played a game yet. Nah, as soon as the game asks for stuff it advertises that it wouldn't. I'm out.",2019-02-27 11:26:40,1
220,r888,Been using 888 Casino for around 8 months and I've never had any issues with withdrawing my winnings. There's so many gambling app's and website's now and at least 70% of them are not genuine. 888 are very genuine and my fund's never take more than 2½ days clear. 😎👍👍👍👍👍,2021-11-20 02:05:25,5
221,r888,Rubbish put in 100s and 100s barely couple quid in returns and how is the roulette fair I had black 8 a number of times in a row I mean what are the odds. My experience really has destroyed any actual fun and leaves me questioning the legitimacy given.,2020-12-06 09:42:07,1
222,r888,Deposited. Regretted it. The app is the most awful app I've literally every used. Functionality and UI is disastrous. Not for for purpose. Game credit just disappeared. Strongly do not recommend.,2022-02-03 12:37:41,1
223,r888,"Quick to take your money, days to contact you, bonus button gives error and you loss your bonus then day or two after your bonus goes after the 48 hours to claim they get in touch, still no help, would not recommend this app",2020-07-09 11:00:46,1
224,r888,I am getting issues with the blackjack tables it just wont load up how much i try . I am using wifi and also got my data up running so awful looks like il just widraw my money and try another app.,2020-08-20 12:36:14,1
225,r888,By far the best slots I've played been lucky to win and had great bonuses only down side is the app seems a bit glitchy on some games as it spins slow and pauses but over all good fun,2019-11-17 14:28:35,5
226,r888,Play but don't take the bonus I paid in 20 to get the bonus 20 i then won 46 pounds and was unable to draw it out so I had to play then to lose it all its a scam. I want my £20 back!!!!!!!,2021-10-23 09:36:16,1
227,r888,"One of the best for variety of games, especially the live casino games. literally only improvements could be the speed of withdrawal into bank to match competitors.",2022-02-01 15:39:13,4
228,r888,"Would rate it higher although it won't let me play untill I do. If I left one on my own terms I would have went 4 stars. But since you guys persisted and persisted and won't let me play untill I do, here is 1 star for your troubles. I came to win money not be made to leave reviews.",2019-12-10 12:42:03,1
229,r888,Worked OK until today. It says no Internet connection while I'm using Internet for other apps. When it comes on it says contact support and doesn't let me login. I've got money in and cannot even get to it!!!,2020-04-16 11:35:29,1
230,r888,A terrible app. It gave me £15 bonus cash to get started and took it all back in 6 minutes I was betting 40p a spin and won 86p out of £15 !!!! The win rate is bull.... look for a better app with better win %%%%,2020-03-28 12:49:31,1
231,r888,Poor was told like others you get £88 free play. I put £50 of my own money in and didnt get it. Sent an email to customer service who didnt answer my question false marketing and very misleading. I will be taken this to the higher up and seeking advice,2019-11-04 13:51:50,1
232,r888,"Worst site yet, the casino app is terrible, especially the live dealers , there are videos online showing that there rtps are lies , dealers winnng 8 hands in a row and back to back full house for the dealer, out of 33 hands played dealer winning 20 with one push and the rest player wins but never more than 4 wins for the player in a row when dealer regularly drops 5 plus wins in a row, and thats how it is ,try it yourself log in and just watch the games and make a note of wins and losses,",2019-03-16 09:18:58,1
233,r888,This is the biggest take on ever! Get £88 free money it lets you play a few spins then take it and replace it with £10 then none of the games work. Its a no from me thanks 👎👎,2020-08-10 02:13:47,1
234,r888,I played £50 with 20 Penny per spin . Zero win . They are so desperate to stole your money . I will use another app . At least on another apps I can win at least £1 after I lost 20 . Win rate for 888 casino is 0/10 . At least let me win £5 desperate company so I can deposit more,2021-08-01 15:58:34,1
235,r888,"Trying to use the app but it's saying, my country is restricted from using the app, whaa? I did find it impossible to add funds last week, approved on the bank app, returned to the game but no funds had been credited, I noticed a warning on my bank app saying it could be a con, Im baffled, what's going on with 888",2021-05-26 22:11:57,5
236,r888,"Utterly disgusted with this going to be closing my account for a 29pound bonus original had to wager nearly a 1000 pounds biggest win from that 45pounds something pence total disgusting and also before you get to touch your bonus they use your real cash pfffft other casino sites opposite way round use bonus 1st then your own cash so would rate this casino site definite ZERO,especially when wagering req should be based on my original winnings of the 29 pounds lets see if 888 gives me a reply",2022-01-08 10:14:17,1
237,r888,It's a scam. This one doesn't payout to European customers. And if you want to speak to customer service you had better be fluent in Spanish and Portuguese because this thing is based in Antigua,2020-11-16 06:36:38,1
238,r888,Reopened my account after being off it for a few months. £200 lost in one night on 4 games using only 50p spins and not a single bonus or free spins. Fair gaming MY ARSE! How can we gamble responsibly if your games don't play fair? Quick enough to take our money though! Closing my account again!,2022-06-25 22:22:58,1
239,r888,"Horrific, I've banked £180, spent hundreds, went to bank some of my £197 winnings and it disappeared,left me with £17, history suggests I never played at all, but I have a screen shot.",2021-10-01 16:26:41,1
240,r888,I've just transferred over a hundred pounds to get your bonuses and recieved none of them. Plus you've taken 30 pounds of mine to an old bank account that's been closed down! So I feel pissed off!,2021-01-06 23:56:06,1
241,r888,OK since my last review it has paid but it hasn't hit my account its been five days now and still nothing it's pending and still another 2 days and no money back and no way of contacting them through the app as it freezes @playstore I think you need to look into 888 casino and their policies,2019-10-07 05:16:26,3
242,r888,"They have in T&C if a slot has an internal error and give you idk what amount, they can avoid it because of the system fault. But apparently they don't see that every slot you play they have glitches in a manner not to pay you. I played 778 hand on sizzling deluxe out of which 12 full lines (no mellons or grapes) 6 times 3 of sevens. If you play in a real casino, out of those hand you would have gotten 5 of sevens 2 times, 3 or 4 times 4 of sevens, 2 lines of mellons or grapes. Just scam",2020-11-14 12:53:05,1
243,r888,"Completely a ripoff app. I play £20 ant 0.30/0.40 stake and not even ONE SINGLE WIN. DO NOT USE THIS APP AS YOU WILL NEVER GET ANYTHING. IT has some good offers to get you in , but the slots are never pay anything. Disappointed",2021-02-11 06:12:32,1
244,r888,"I won £100 recently, I withdrawled it to my bank, but still haven't received it.. I've got the E-Mail confirmation... I've Emailed them numerous ov times, but not heard a Dickie Bird what so ever!! I'm pissed coz I won it fair and square, being a rather big lucrative gambling site I'm sure they could afford to pay me!!!! Beware ppl..",2021-08-24 17:40:56,1
245,r888,"I did lost over 40£ after I lost the app completely stop working and keep side to me. Due to regulations, this app cannot be used your country of residence. But I'm in uk.",2021-05-25 06:14:39,1
246,r888,"As others have stated, impossible to win any money from welcome bonus. Will only let you win a max of £10 and then won't let you withdraw it. Plenty of better casino apps with much better welcome bonuses.",2021-09-18 21:15:21,1
247,r888,"Yet to Play the game! But every time I try to Win on Casino games i end with nothing if I was to Win on 888 Casino it would be a First, I. Don't work so any money I Win would help big time, Once I play 888 & find it's possible to Win I'll change to 5 Star's+🤞I get some winnings to help at this time of year. Hope this game's not another rip off like most Casino games🕹️, please i🙏 to win this time, let 888 be the one,💸needed big time, hope the FREESPIN with no deposit is true?,Find out1 minute",2022-01-08 06:11:54,2
248,r888,"This guys must have tempered with the slots payouts, after several days and with several deposits amounting to £150, I did not win ones. my other app I win and loose but at least it let's you win some times. I CANCELLED MY ACCOUNT.",2021-08-28 10:54:43,1
249,r888,"They didn't answer 2 times when i was demanding the £88 free credit for registering. Still no reward two weeks later, support tickets ignored. This app is a waste of time. Owners thiefs and crooks. Avoid it...",2019-12-07 16:35:14,1
250,r888,"Awful site/app. Terrible odds, played a few times and never win anything. After many $ I won ten free spins (3 special symbols) and only 1 paid out a total of $3.25c. Avoid like the plague!",2020-02-21 16:28:53,1
251,r888,Very bad. Please do not play with them. They are scamers. My winnings were coming back to my play account 3 times after my withdrawal. They will never pay out your winnings.,2020-08-05 00:48:58,1
252,r888,"I signed up as a new customer, I received an SMS to claim my £88 free bonus and it was credited to my account instantly; however, as soon as I use my first free spin (£2.00) I win £10 and it says I've won my limit on these slots, which is fair enough, so I back out to try a different slot with my remaining £86.00 free spins, only to have my account ""Temporarily Disabled"" I mean why treat a new customer this way? If you want me to use your casino don't restrict my access to it. Absolute joke.",2021-02-18 05:42:38,1
253,r888,Thanks for signing up and making a deposit. Now you cannot open the app due to country restrictions even though you are still in the same country.,2021-05-12 04:13:43,1
254,r888,"I deposited £20 and then decided to withdraw it as I used my free spins and did not gain from it so did not fancy my luck but it was only AFTER I deposited money and have tried to withdraw it that they have restricted my account and are requesting I send proof of ID which I have done but I have had no confirmation and they have said they will hold onto my money until my ID has been validated. If that were the case they should not have allowed me to deposit money to begin with, feels very dodgy.",2021-10-21 06:25:48,1
255,r888,"You lose more than you win on this casino, i think the biggest win I'VE had on this casino is £480, on a £5 stake on slots, which is not great, but I definitely lost more in the long run, i think any online casino is bad, especially for middle class citizens and lower who don't earn a significant amount of money, and plus the jackpots...loool...good marketing strategy by online casinos, suck everyone in and make them think they might catch the jackpot lol, I quit with all SLOTS, YOU NEVER WIN!",2019-04-17 18:19:42,1
256,r888,"So I log on and play, then I went to claim my bonus and I did but now I can scroll true the menu but can't play nothing and not even help responding. Very disappointed when I thought everything should be straight forward.",2021-04-28 12:11:21,1
257,r888,"SCAM!!! SCAM!!!! SCAM!!!! DO NOT GIVE THESE PEOPLE YOUR MONEY YOU WILL NEVER GET IT BACK EVER AGAIN. I deposit £30 got £30 bonus. Had £1 left managed to win up to £170 I tried to get my 30 back at least but no. Apparently you have to win nearly £1000 in order to get back my initial £30. In the end I was doing £20 spins just to get rid of the money. If I could I would shut this right down, The ganes you use under licence will be taken away because you make them look bad.",2022-05-29 13:07:57,1
258,r888,"This is by far the worst online casino.I've played every day for more than 1 month and spend loads of money and never got a win,is no pleasure to play at this casino,is the biggest scam ever.",2021-06-19 11:15:01,1
259,r888,"I love to play here! 888 Casino is my fav cause they have a easy soft to use, the slots are all of kind and i can have trust in them. A secure provider and easy to use. They give u points and u can change them into cash... is great. I love when i win and i win a few times, so is cool. I hope i will win 1 mil jackpot one day! 😊",2019-09-24 11:36:38,5
260,r888,Played a lot of poor gambling apps but for me this has been the best by far. The variance has been excellent. Defo not a paid review. I would play here before most the other bandit apps out there.,2022-01-07 21:48:48,5
261,r888,Terrible. I put $10 on slots played 50 spins and didn't even win once. Not even 1p back. Trash game defiantly don't recommend unless you LITTERLY want to throw money away. The only positive reviews are automated bots and admins. DONT GET ROBBED.,2019-11-25 22:23:55,1
262,r888,"When i try to open a game, it says somenthing went wrong, please try again. The only button you can press is ""OK"" and they sent you back in main menu. Do something",2021-02-15 13:18:56,1
263,r888,I usually play Blackjack as I never trusted other games. However since I won Suited Trips once which the odds are £1:£100 I'm no longer able to wager a sidebet!! What kind of casino is that? Absolutely joke!,2021-02-27 18:18:54,1
264,r888,"Garbage, signed up and never received my free spins, the app itself is glitchy and half the things will not load such as my account and so on. Would not recommend this to anyone...",2019-12-28 14:17:37,1
265,r888,"Awful app, and so are the rest of the betting online apps, fake bonuses, no chance of winning, its not anywhere near playing the real thing. Don't waste money betting",2019-11-10 20:45:16,1
266,r888,Utterly shocking. Nearly £50 and no progressive or any bonuses activated in any games played. You only win back less than 20% of your bet per spin in most win instances. Your odds are disgusting. Worse online casino by far. Absolutely disgraceful.,2021-04-24 17:27:16,1
267,r888,"Fake marketing - was told to get £88 worth of credit didn't get jack s***. That apart, the app by itself is trash, I believe a 10year old coded it. The UI is horrible",2019-10-13 06:12:22,1
268,r888,Do not download. Quick enough to take a deposit so you can play bit then whenever you try to go back on the app it says not authorised in your country??? Even though I'm in the UK and it says it is authorised???,2021-06-13 12:08:55,1
269,r888,My experience is this 888 casino likes to take your money and offer you a pittance now and again to keep you going.... Added alot more money sinse my last review and done nothing but lose again if its random then it randomly misses your numbers some how hahaha load of s##t,2020-06-24 18:44:05,1
270,r888,The best casino ever...i never had problems whit any withdrawals ....and i play of 4 years now...somethimes i win somethimes i los...but per total in all this years i lose just few hundreads ...i try my luck to anothers casino wich rip me of...and i try thousands..and i discover the 888 casino is the best for me...somethimes whit as litlle as 10 pounds i was able to win more than 1000...but this doesnt happend all days...soo i take a breack ...i comeback..but i will never change for another one.,2021-05-28 04:36:35,5
271,r888,I think it's a good site . big wins could be better and if your in free play and get free spins u don't get the amount u win in free spins so that parts rubbish .,2019-01-26 14:34:12,4
272,r888,"What a load of rubbish. You sign up, log in and no free spins..! BIG Con. I then get kicked out of the app and no longer able to login. APP DELETED",2019-03-12 12:59:54,1
273,r888,I've lost hundreds in one night theirs been about 2 times I had a decent win through my whole time using this app but I've finally gave up this app has made me want to stop gambling cause all it dose is take an take never giving back I really wish these games where some what fair Just spent 200 an go nothing back again an again every time I play ur games u just take never giving back u are a scummy app who just steals people's hard earned money rip off,2022-04-27 13:35:45,1
274,r888,Awful app. Runs incredibly slow. Online version is so much better. My phone was burning hot after half an hour. DO NOT INSTALL.,2020-05-08 07:30:07,1
275,r888,All of a sudden the app won't opulent. As it is now saying I am in a restricted country. It had no problem when I was making deposits.,2021-05-24 15:59:00,1
276,r888,"Terrible payouts compared to other apps, every single time I used this app was a disaster. Give it a shot and see for yourself.",2022-07-04 20:00:07,1
277,r888,Couldn't play Blackjack in landscape and what the app/company are allowed to access is very intrusive. Withdrawn my deposit....I hope I get it back.,2018-12-14 19:53:15,1
278,r888,"Terrible connection and freezing problems. Dont bother, much better apps out there. This is the second review I have written as the first was taken down",2020-06-13 12:47:58,1
279,r888,The slots are hacked... I spend over 1500£ on games and they never pay back more than 10£. My advice is to stay back... They stealing money from the people! Everything is fake!,2019-07-17 07:37:17,1
280,r888,Blocked my account after spinning only 3 times on the free promotion. Asked if I wanted my account back to produce ID via email. Can't be bothered with hassle if that's how new customers get treated I'll move on.,2021-11-30 06:03:13,1
281,r888,"I do not recommend this site, they took my winnings from the account and I could not get them back. Connection is really bad on this site and games are freezing many times.",2020-05-11 05:52:20,1
282,r888,Do not download or use this site/app opened a account deposited £30 with them never received there £88 free as soon as I had ran out of my money ther closed my account and just said it was there right to do so and blocked me from ever opening Another one again total scampers,2020-06-01 06:28:40,1
283,r888,Terrible experience!! Cannot play my Freeplay games every time I get an error message and it doesn't load.,2021-09-10 14:23:53,1
284,r888,Any game that runs ads that force open the play store are apps you should stay away from. If they are that aggressive at that stage they will do everything to get your cash. Trash,2020-05-20 19:26:29,1
285,r888,"Terrible site, 3/4 if the month no substantial rewards, even when playing in peak time, only play from the 14th to the 20th , you still lose in the end, the house always wins, it's a mugs game",2022-07-25 15:46:31,1
286,r888,"I joined and did not get the txt/email for my welcome bonus and now after nearly a dozen contacts with 888, the keep saying they dont understand what the problem is??.. #ITS VERY SIMPLE.. I WANT THEM TO CHECK OVER MY ACCOUNT AND SEE THAT I HAVENT GOT MY WELCOME BONUS, AND FOR THEM TO ADD IT TO MY ACCOUNT MANUALY FROM THEIR END.. ##IT'S NOT DIFFICULT!!!",2022-02-07 23:19:17,3
287,r888,"Will not stop asking me to rate it. 1 star until it shuts up. Cannot turn animations off in games, games lag for no obvious reason. Go use Betway instead",2020-01-14 14:02:39,1
288,r888,Load of rubbish ... the £88 they give you for joining what cost £20 to start with you can only win £15 and then they remove the rest off the £88 off you .... if u get £88 free you should be able to use all the £88 and try and win as much as you want not just only £15 .... so take it from me don't play 888 casino,2020-04-24 16:26:11,1
289,r888,False advertisement 100% its states £88 free No deposit but yet asks you to deposit in order to get the bonus and it states I was given 30 free spins and I was not despite it saying bonus has been added,2021-11-02 11:29:23,1
290,r888,"Total farce. They can get a signal to recieve your cash, but not when it comes to play. Sitting on MY MONEY, (gathering interest, no doubt?) I can't even get my money back. AVOID!!!",2020-02-11 14:04:45,1
291,r888,I just downloaded it. You had to deposit £20 to get the bonus which was only a £20 not £88 as advertised and is just a scam do not download,2021-01-30 14:33:59,1
292,r888,"Rubbish, don't waste your money! SCRAP AND SCAMMERS! They will pull all the money out of you. Fraud in the casino. If you play for a small amount, you will win a little, but as soon as you bet more, you will be deceived. Good lock for everyone but really NOT RECOMMENDED!",2021-02-05 07:56:28,1
293,r888,"Trash made an account left it for an hour went to log in, it was saying i had the wrong password(was using the same capital letters). Reset my password and i wasnt aloud to use my previous password.",2020-12-05 09:49:05,1
294,r888,"Set an account up. Wouldn't let me sign in, kept saying username/password incorrect. Reset twice, still no joy. Uninstalled app. Will look elsewhere.",2020-06-12 13:00:30,1
295,r888,"So i was trying literally 30 min deal with app and official site before this review: 1. Apk crashes all the time, or is loading in glitch till i dont give up and exit. 2. Cant pay back my 30e back to my bank card 3. Whatever i press on laptop on site it pops out ""connection lost"" I could go till tomorrow with examples so.. DO NOT INSTALL IT! They scamming odds, they dont respect u and ur money with taking ur personal time because they cant invest in themselves, so dont feed them with ur money!",2021-05-28 19:18:01,1
296,r888,very good does have a few bugs keeps singing me out or crashing but also played with my bonus done all my wagering requirements now justbwaiting for the money to tranfser will update if they do or dont. they say it may take a day for the funds so we will see,2019-03-24 08:58:56,5
297,r888,Most of the games don't even load and those who did are slow and unpleasant to play. And don't call it 88freetoplay it's a 15 £ just call it 15.how people to trust you when you scam them even in your free bonuses.,2020-02-24 12:41:32,1
298,r888,Signed up and didn't get any free spins.. Absolutely useless. I've topped up £20 and it lasted for seconds,2022-07-24 06:13:26,1
299,r888,Took 200 euro of my bank without me even making a deposit contacted them and told me they did not when the bank statement shows it was from them do not use this site they will rob you and then won't even try to help you with any issues Agent are very unprofessional and useless,2022-06-02 12:22:07,1
300,r888,"Stupid app, I'm trying to deposit money but it asks me to open my bank app and put in the code to approve the purchase, but when I come back to this app, it starts the app again from scratch and when I try again its just the same thing again. It's like they don't even want my money 😂",2021-09-07 10:30:07,1
301,r888,Not that good of a game. The game lags and there give you £ 88 pound free bonus and when you win more than your bonus money they takes off you and give you 15 pound bonus and say your limit is up sky vegas is better,2019-06-09 13:18:31,1
302,r888,I played it got free £88 played irish spins won £8 then won free 14 spins then won £56 then it said it's over gave me £10 bloody ripp off it is couldn't believe it emailed them now can't access my account now I wouldn't join this app it's bloody joke an a rip have already done that still not heard a thing,2020-10-09 12:56:43,1
303,r888,Absolute scam. Won over £400. Couldn't withdraw it so put £50 on and nothing. Put on another 50 and absolutely nothing again. They pull you in with free money that you cant withdraw then empty your bank account. Dont be stupid like me!!!,2020-03-04 12:26:54,1
304,r888,Slots. Small payouts to keep you playing. Bonuses are very rare. Nothing to do with luck. The law of averages is a science. Not with 888,2021-03-27 01:49:15,2
305,r888,Unfortunately I can't put a half star. Never seen so many errors before. U may log in and log out few times to put some bet on or just play casiono.,2021-04-30 18:20:24,1
306,r888,"What's the point in saying we give you £88 free play when the maximum you can win is £10, I won that with £12 so the other £76 was instantly removed. Shocking.",2021-04-14 14:48:24,2
307,r888,it only let me withdraw 30 pounds. Then I complained about the 4 pound I got sent to my aaccount when the game froze and I no i lost a lot more than that. Then about 3 month ago games froze again and I lost 3000 pounds it's a con because everytime somebody wins you rip them off I'm not happy the way I have been treated this year with 888. I think people need to no what your really like has a company,2019-12-12 08:15:19,1
308,r888,I have still not received my welcome bonus I have verified my email and it keeps stating on the ap that a sms has been sent and it hasn't also states I only have 48 hours to claim it. I have emailed you support twice and was advised to verify my email which quire clearly I have done,2020-09-03 15:42:19,1
309,r888,"I did not download this piece of cr@p, I stopped it straight away so I could leave a comment. GET RID OF YOUR DESPERATE, BEGGING AD THAT HIJACKS MY BROWSER OR PLAY STORE APP. I CAN SEE WHY YOU ARE DESPERATE, YOUR APP IS REALLY BAD. Still happening. You are really DESPERATE aren't you.",2020-05-14 05:16:20,1
310,r888,"Website is brilliant to have a fun gamble on but this app is diabolical, its slow, glitchy and hardly loads games. Until it gets improved, use 888 website instead.",2020-05-10 06:38:05,1
311,r888,AVOID AVOID AVOID AVOID AVOID AVOID Never received my £88 free spins and also it was writed on your first deposit you will get 50% more i wanted to deposit 10 but it was writed you need to deposit 20£ minimum to get thath bonus so i deposited 20 never got those bonus i write i email they text thath they been sent to my email but i ony got a email thaths its says my bonus expired..,2019-04-14 02:59:14,1
312,r888,Waited weeks and did not get the £88 freeplay. False advertisement! I emailed them and got no response. Do not believe anything they offer.,2020-07-19 08:24:38,1
313,r888,I don't understand how can 888 advertise 88 free spins no deposit when sign up just downloaded installed signed up and nothing I have to make a first deposit now that's false advertising misleading and can end up in law suite needs fixing,2020-04-08 06:46:46,1
314,r888,Im in UK but the app keeps saying it cannot be played on my country of residence. Full of error with this app. Terrible.,2021-06-02 15:43:32,1
315,r888,My experience is I had an email stating that if I deposited £20 That I would resive Jack pot free spins and £120 Bonus free play.so I did deposit and dint get any bonus or free play emailed 888.and had a auto reply.from there computer.still no reply from any human being at 888.,2019-09-24 07:58:18,1
316,r888,888 casino ADD shows like NO DEPOSIT AFTER SIGN UP U WILL GET 88£ FREE. but after sign up it's showing like first you have to deposit then you may get free bonus.😡😡it's absolutely fake add and fake app .,2020-08-05 23:19:01,1
317,r888,"it says on the adverts, you get £88 to play with no deposit needed. false advertising. didn't continue to enter my bank details.",2019-03-24 16:28:17,1
318,r888,play with £88 freeplay. win £15 in a few short spins. great odds. use £15 to play. crashes whenever I hit spin but deduct the £2 spin. no wins and awful odds. shouldn't be surprised by this shady business model. uninstalled.,2019-06-07 07:56:36,1
319,r888,Don't waste your time here a complete rip off!!! Happy to lose and have but not been taken for a fool won 25 free spins and won 41p !!!! Won't use again avoid at all costs.,2021-11-17 15:07:20,1
320,r888,Signed up about a week ago full account and never received my £88 bonus at all. Shambles if a website don't put ads saying one thing and not stick to ur words,2019-09-28 03:52:47,1
321,r888,"Rubbish, £88 free sign up to play to end up winning a capped £15 which then has to be used before you can win and withdraw anything! They're better than ya local bookies, Ladbrokes etc.",2020-01-10 18:10:20,1
322,r888,"You don't get the welcome bonus. And when complaining about it, just received autoreply telling you why you might not have received it and no next steps. Liars.",2020-11-24 06:40:21,1
323,r888,"Dont download waste of time and cheaters scam ,dont ever put your bank account details,i played with 88 bonus & i won 60 pounds,& when i want withdraw the money they said first i have to deposite £10, and when i deposited they took 30 pound from my account and they never paid me the money that i won, its been 2 month still not paid",2019-09-14 04:32:53,1
324,r888,i prefer this site to alot of others but £20 min is a it steep specially when ya got.more than just poker black jack all.other gambling sites i have played are £10 but on is as low as £5 please insure you chamge this and i would be backmplaying more often but 20 everytime puts me off alot,2019-01-22 07:57:14,3
325,r888,This is the best slots I've used the pay outs are amazing I've won 400 pounds in 2 days only depositing 30 pounds they are fair and very helpful and the layouts are quite quick,2022-06-15 09:05:20,5
326,r888,"So had £88 free play won £180 apprantly and had £50 something left on free spins, didn't receive the £180 and lost my free spins but replaced with £10 credit...this app is a hoax stay clear",2022-03-01 07:49:37,1
327,r888,"Abit annoying too set up, too cash bonus wins you have to spend money and getting money in long winded. Seem to win alot more on here though",2021-05-12 01:42:25,3
328,r888,Been trying to withdraw my winnings but they keep sending it back... waste of everyone's time and still WAITING for my money!!!,2020-11-02 14:59:39,1
329,r888,Tried to sign up but app doesn't work. Worn let me select county. Then app crashes or screen goes black,2020-02-16 07:32:26,1
330,r888,"Avoid at all cost. I've been waiting for 5 days now for my I'd to be verified, everytime I phone them, I get put through too someone who can not speak english. Customer services is shocking. Dont tell me to email your support service they dont bother getting back in touch.",2021-09-16 06:38:59,1
331,r888,"Seems alright, but you don't have any screen setting options. Can you at least have an option to increase the text size? Thanks.",2021-08-08 08:27:14,3
332,r888,"Worts online slots game ever,just made an acc and when to get those free spins from my email...no email from them then you can't try the games and some of them have only sound you can't see nothing..delete",2018-09-28 17:54:20,1
333,r888,"Stupid app decides I've moved country every time I swap between apps, forcing me to uninstall and reinstall! Patience wearing thin now.",2021-05-17 06:02:58,1
334,r888,Some games don't work and others run slow. Have had some great payouts though! £2000 was the most I've had,2019-10-19 06:15:21,4
335,r888,Love this app. I must say that ppl are right on the spins. You don't get them all. I got bout 20 spins won a tenner. Played all day. Got to pay out. Done it. So see if i get the payment. One thing lol please sort out the goonie slot as it is hard to get on. Then i will put 5 stars.,2021-01-18 06:42:13,4
336,r888,"garbage app, cant decide whether it wants you to use the app or just go on the browser, most promos are fake and actual games are trash...go on your laptop and just use a proper gambling site all these apps are trash",2019-04-19 06:45:52,1
337,r888,I'm not able to get in the app saying that I am temporarily locked out and I have tried emailing you I put £10 credit on and I think I have put in the wrong email address and I can't get in the app what ever I have tried to do? Please help me !!!!,2021-01-10 22:11:13,1
338,r888,Do not give you any bonus after registration you supposed to get Email link for bonus after registration did not get just said in app deposit money for bonus deleted app gonna use paddy power app u get from them what they say not like 888 casino,2021-02-03 17:23:29,1
339,r888,App extremely slow and laggy. The app will also stop and shut down saying there is no internet connection even though there is.,2020-04-26 06:28:45,1
340,r888,"Better than Most Online Machines. Definitely Money Going Thru These Machines Quite Regularly. Some Reasonable Size Wins, not also get £15Bonus Cash with only £372-TOTAL-WAGER-REQUIREMENT (x25-WR/estimated) Free No Deposit Sign up Bonus to either convert to Real Cash or Lose Away before your 1st ever Deposit.",2020-04-12 09:00:47,5
341,r888,"Unnecessarily blocked my account, I've provided ID and messaged them for two weeks now, and have had 0 response. Not impressed.",2022-11-05 19:10:29,1
342,r888,"Awful app. Wouldn't recommend. Seconds to take money. Days to pay out. Not issuing bonuses. All round bad, if any customer service.",2022-02-13 10:55:52,1
343,r888,"Put in all my details to register, deposited money, pending for 24hrs.. App crashes and even the demo mode for all games doesn't work.. Avoid..",2020-08-02 07:38:54,1
344,r888,"Worst gambling app on the store, regularly crashes during wins. Promotions regularly fail. Compared to other sites feels like a con",2021-10-13 14:38:38,1
345,r888,The pop up prompting me to leave a review popped up whenever I tried to do anything even if I clicked not now. Very annoying.,2019-12-14 16:57:11,1
346,r888,Signed up easily enough deposit was easy to now the fun part sign up bonus well what bonus didn't get one matched deposit bonus that didn't happen ethier so what happened don't know but I sent them a message and guess what no reply or help to sort this thanks for nothing 888,2021-07-13 18:05:08,3
347,r888,"Visually alluring, and then engaging layout. Eye-candy-casino. Great offers, smooth transactions.",2020-01-16 00:35:39,5
