Date,Review,Rate,Company
2022-11-15,"ONCE again, Lending Club came through for me.I thought I wasn't going get approve and would have to make other arrangements.  Was very please when I received my congratulatory announcement that I was approved for the loan, came through right on time so I could have a new roof installed. The job has been completed and I am very happy with the results.  Thank you, Thank you, thank you again Lending Club for your approval.",5,LendingClub
2022-11-22,I have received nothing.  Please stop payment on the check  If it was delivered to the wrong address and someone else signs my name.  Bad news.  Please respond,1,LendingClub
2022-11-16,"Very professional service, approved in minutes, good ratings.",5,LendingClub
2022-11-12,"I applied so I could get rid of some credit card debt more quickly. They are so hard to pay off. This loan was easy to apply for and gave me this opportunity. It took about 5 days or naybe a little less for final approval and the money to show up in my account. I needed reassurance as I waited, but other than that, I was satisfied with the whole experience.",5,LendingClub
2022-11-22,"Perfect experience , fast",5,LendingClub
2022-11-10,Everything went quickly.,5,LendingClub
2022-11-21,Loan process went smooth and the terms were good. It did take longer than expected to recieve funds about 2weeks,5,LendingClub
2022-11-14,"Date of experience: November 14, 2022",3,LendingClub
2022-11-15,"Thank you,  my transactions was handled very quickly,  professionally and I recommend 👌 Lending club to my friends and colleagues.",5,LendingClub
2022-11-13,Great customer service and the application was not long at all.,5,LendingClub
2022-11-21,Service was helpful. It was fast and easy. No complications. The money was transferred in a timely manner. Grateful for the assistance .,5,LendingClub
2022-11-21,Great easy smooth honest service their really there when you need help…,5,LendingClub
2022-11-21,I thank you guys. Totally will support this company. Great customer service. My only concern is the wait time. But I’m understanding about this matter.,4,LendingClub
2022-11-04,"It was such a smooth transaction. All I had to do wasgive you the information. It was done. The best I'veever dealt with. Thank you, Thank you.",5,LendingClub
2022-11-14,The timing of the loan. Everything good,5,LendingClub
2022-11-11,"Easy to apply and when I had issues sending the right file they were able help me resolve it.  After they approved my loan, funds were released quickly. Payments and the interest are low and now I can see the end of my debt",5,LendingClub
2022-11-04,This is the first time I have used a loan provider that worked with a pay schedule and amount that works perfectly for me. Easy low monthly payments and they got me the money right when I needed it. Will use again for sure when I need to.,5,LendingClub
2022-11-17,Excellent company they pay off all my debit consolidation less stress with 1 bills to pay. I guarantee this to everyone this is a great choice to pay off your credit card. They pay all ur credit very fast,5,LendingClub
2022-11-09,"Date of experience: November 09, 2022",5,LendingClub
2022-11-15,Quick and easy approval process. I will use them again. The service was great. Money in my account quickly.,5,LendingClub
2022-11-16,Always a pleasure working with you.  Your service is always prompt and just when I need it the most.  We’ll continue doing business with you and highly recommend to others.,5,LendingClub
2022-11-08,"Easy to apply, and great support team.",5,LendingClub
2022-11-15,A little faster than i expected  very good customer service.,5,LendingClub
2022-11-08,"Lending Club is a savings bank as well as making loans.  Their interest rate is good.  What's a little annoying is that the daily limit to extract funds is $10k.  I needed $40k to pay for a new car.  I started the process of withdrawing funds at $10k a time after 4 pm on November 10.  I was then allowed, on their website, to extract $10k on November 11, 12 and 13. The next day I got an email to say that the first transfer had failed.  They ALL failed because November 11 was a holiday and 12 and 13 were a Saturday and Sunday.  I assumed, since the system had allowed me to make those transactions that all $40 would appear in my checking account in November 15.",2,LendingClub
2022-11-10,This is my third loan through Lending Tree.  They are prompt and very easy to work with. I highly recommend Lending Tree.,5,LendingClub
2022-11-08,"After doing some research, I decided to visit the Lending Club site. Immediately I realized how easy it was to fill out the information required. The options and interest rates were great. From the beginning to the end the process was so smooth and within days I was approved. I got the help I needed. Thank you so much Lending Club!",5,LendingClub
2022-11-02,"Was surprised they offered me another loan so soon, but didn’t get the amount I needed. The interest was a lot higher but I took it anyway. It helped a lot so I am satisfied. Will probably try to pay second loan off sooner. So still definitely recommend.",4,LendingClub
2022-11-07,The only thing that I can complain about is how much you charge to give the loan. That’s kinda ridiculous but when you’re in a spot you come through.,5,LendingClub
2022-11-01,"It was a good experience you send information,answer questions and within days you have money. Thank you",5,LendingClub
2022-11-01,"I have 3 paid off loans and an open loan. At your request, I opened a new, small loan. It took well over a week to get approval and funding. Never took this long on larger loans.",3,LendingClub
2022-11-04,LendingClub made the whole process easy. I appreciate the thoroughness of their approach and keeping me informed on where things stood.Thank you for your assist in building my future.Dave,5,LendingClub
2022-11-02,"Going 3 star cause its too soon for review. Happy i got a loan, not happy it was 2k too small to put all my payments in one place,not happy to make larger payment around 1st when rent is due instead of last 2 weeks like my credit cards were and smaller. Interest .9% small,$240 fee, payments are same as what i was paying so now with 2 cards $1000. Each left im paying more so to be honest , im not happy i should of waited or blew it all on car and file bankruptcy. Lol, kidding",3,LendingClub
2022-11-10,Was very easy to use and they worked very quickly,5,LendingClub
2022-10-30,"Date of experience: October 30, 2022",5,LendingClub
2022-10-16,The staff was easy to get in touch with. I appreciate how easy it was to apply and get the money. I just wish I was kept more informed of the process of where I was in getting the loan. I am so thankful I got this money to take back control of my finances. Thank you!,4,LendingClub
2022-11-08,Easy application process and very professional service. The funds were quickly disbursed into my bank account.,5,LendingClub
2022-10-27,Very exceptional service.  Very fast response.  I am in the mood to increase the loan.  I want more money.,5,LendingClub
2022-11-08,Super fast and friendly process... great rate,5,LendingClub
2022-11-02,"In today's world of poor service, higher prices and generally hard to do business with companies, Lending Club makes applying for and receiving loans a very efficient and smooth process. They're easy to do business with.",5,LendingClub
2022-11-01,It was too easy to give 5 stars. The website is so helpful in applying for a loan and checking the status of it. I didn't have any issues and the approval was within a few days. I thank you so much for the loan and you will be highly recommended to my friends and family.,5,LendingClub
2022-11-02,"Easy application process, user friendly for sure.  Very smooth verification process.  Good interest rate. Highly recommended.",5,LendingClub
2022-11-07,"Lendingclub is a very solid institution, responsible, punctual, excellent customer service staff.  I recommend them to everyone who wants to use their services.",5,LendingClub
2022-11-06,I applied for the loan of $15000.00 and in seven days it was in my bank account. I'm now revising my finances and paying off high interest credit cards.😊,5,LendingClub
2022-11-07,"Date of experience: November 07, 2022",5,LendingClub
2022-10-29,"Date of experience: October 29, 2022",5,LendingClub
2022-10-17,Ease of applying online and communication via email worked well for me.,4,LendingClub
2022-10-26,"Contact was made by to me by USPS mail, twice, gave me confidence in security. I went online, HTTPS of course and all seemed legitimate, my security software gave me a green light, so I applied. The process was simple and quick and the results were instant.Lending Club is saving me over a thousand dollars in interest fees had I paid off my credit card company, even with over minimum payments. And, I chose to set it all up with Lending Club to be automatic. As long as I'm working and making money, what would have taken years to pay off, has been shortened drastically. Thank you Lending Club!",5,LendingClub
2022-10-28,Quick & Easy! Thx!,5,LendingClub
2022-10-28,"Lending Club has always been, in my opinion, the best company to get approval by for loans of any magnitude. We've been using them for over 4 years and have never had a problem. I now am excited about the banking options with cahs back while using the debit card and the fact it can help pay down loans faster is just great! We always get a quick reply if we have questions. Very satisfied and happy with Lending Club for everything they do to be able to help get people on track of their goals.",5,LendingClub
2022-11-03,"Try to change your banking information, payment due date or God Forbid! turn off autopay.  They force you to call their 800 number and I've been on hold for 19 of my 20 minutes on this call.  The hold music - piano - gets old really quick!",1,LendingClub
2022-10-27,"Date of experience: October 27, 2022",5,LendingClub
2022-10-24,I jhave used Lending Club several times as the need arose. Curteous and prompt help and always there when needed. Of all the offers made i have been most satisfied withis agency. Would highly reccomend using this program.,5,LendingClub
2022-10-29,Quick and easy process. I very happy that LendingClub was able to help me get some things taken care of. Anytime I have a question someone is there to help. Very nice and friendly. Great customer service as well.,5,LendingClub
2022-10-31,"During this administration’s economy, we have depended on credit cards with high interest rates  to purchase groceries, fuel, and other items. I was sinking. Lending Club paid most of that debt as part of my loan at a lower interest rate. I feel like I can breathe again. Thanks so much!",5,LendingClub
2022-10-27,The application process was streamlined and uncomplicated. I was able to list the debt I needed to cancel. I appreciate LendingClub providing me with the peace of mind of consolidating my debt at a reasonable monthly payment for the loan.,5,LendingClub
2022-10-25,Every time I needed a loan. Lendingclub has came through.  Great rates and timely delivery.  Thank you for all your help.,5,LendingClub
2022-11-01,I really Love you guys. You are the best. I have referred all my friends and family,5,LendingClub
2022-10-19,I have to admit I wasn't feeling too confident that I would get approved when I applied.  I am recently separated and wanted to pay down some credit card debt to help get ahead.  The application process was easy and quick.  The approval was even faster!! LendingClub has been a lifesaver.  I would absolutely recommend them.,5,LendingClub
2022-10-24,"LendingClub is a standup company and it is legit.Everyone is very professional that I spoke with and knowledgeable if you have questions.Thumbs up to the company…,",4,LendingClub
2022-10-26,"After suffering an unexpected and serious medical experience, I do found myself faced with a balance due to the hospital that my medical insurance did not cover. The hospital financial department was not willing to take monthly payments that worked with my budget. Lending Club approved my loan and within a few days after applying, the money was in my bank account, and I was able to pay the hospital in full. I now can take comfort in repaying the loan in reasonable installments that work with my budget. Win-win for sure.",5,LendingClub
2022-10-20,Very good loan agency; I greatly appreciate them.,5,LendingClub
2022-10-24,"Credit Karma suggested Lending Club as first on the list to likely finance me. It was so easy. A menu popped up giving me multiple options, and once I answered a few questions they gave me even more options and better interest rates. All and all I'd say they gave me a very good deal and I can finally feel relaxed about my finances!",5,LendingClub
2022-10-10,The process was fast and easy. I was accepted right away and received my loan quickly.,5,LendingClub
2022-10-24,Everything went smoothly and even when I called the representative was very nice and quick in getting my question answered.,5,LendingClub
2022-10-24,"The company came thru for me and my family at the right time, the only thing that I didn't like about the loan was, the high processing fee, that I didn't find out until the loan was processed.",4,LendingClub
2022-10-25,"This is my 4th loan with this company, never had no issues on getting a loan from them since I started using them from 2019. They offer the best rate among other competitors out there. Process is easy going on signing up and getting the loan within days. My loan was 20k, 10k, 5k and 3k... You'll never be disappointed",5,LendingClub
2022-10-31,The process was very easy. It was such a great help. Thank you!,5,LendingClub
2022-10-23,"Everything was fast, easy and clear from the start!",5,LendingClub
2022-10-29,"You never paid a $6,000+ loan which was the main point of the loan. It remains unpaid. I baffled. Perhaps someone can enlighten me? Damage has already been at this point.",1,LendingClub
2022-10-19,"The process was easy, quick and painless. I greatly appreciate the loan of this money. Thank You!",5,LendingClub
2022-10-28,Totally a scam. I went nearly through the whole process.  Once I was asked my bank login details that's when it clicked.  DO NOT USE  THESE PEOPLE PLEASE,1,LendingClub
2022-10-24,Been getting loans from lending club for years now. Good experience.,5,LendingClub
2022-10-24,"Applied at lending club. Got a notice of ""adverse action"" . Said unable to approve loan. Then i get a notice from prosper saying to apply there instesd. Did that and got approved. money in bank. Then 3 days later a deposit from lending club shows up in bank. so know i seem to have 2 loans to pay back instead of one.",3,LendingClub
2022-10-19,"From the online application process to the disbursement of funds, the whole experience was extremely simple and efficient. Wholly recommended.",5,LendingClub
2022-10-19,"Awesome service, applied and received a quick response that I was approved. Online service was convenient and very easy. Keep up the great service and thank you so much for helping customers like me. Definitely referring my family to Lending Club.",5,LendingClub
2022-10-14,So far so 👍 good. Appreciate the wonderful time,5,LendingClub
2022-10-22,Quick & easy !!!!!  Got the money in a couple of days.,5,LendingClub
2022-10-27,I have made numerous attempts to reach LendingClub. I’ve emailed more than 5 times left many messages to HR. Zero reply? WHY? Is this how this company typically does business? Gave a referral. Referral has made 7 payments . Zero referral bonus. WHY? You clowns advertise referrals like you can’t find your own business? Then don’t compensate. Very classy. It’s your reputation you Untrustworthy  IDIOT!!!!,1,LendingClub
2022-10-19,"Lending Club provided a quick response to our application for debt consolidation.  We appreciate how quickly funds were deposited into our checking account and to pay down our credit card.  Thanks again,Jacquelyn and Harvey Reddick",5,LendingClub
2022-10-20,"Date of experience: October 20, 2022",5,LendingClub
2022-10-24,I was amazed how simple the process was and how quick the turn around was to receive your money.,5,LendingClub
2022-10-26,"I was happy with the results because I was approved for the loan, but the process was horrible. I had to call in 5 times, I had a bunch of chat conversations, about 20 emails, and it was a continuous disaster with the communication and it took like a month for the approval so I was not happy about that!",3,LendingClub
2022-10-20,It was very painless to apply for a loan talked to some people  very helpful,5,LendingClub
2022-10-24,After a not so good experience my money was deposited into my account. I only had hoped that the communication was a little better.,3,LendingClub
2022-10-14,"There was no hassle, no wait!  Filled out the application, got my answer and cash within 72-hours.  Thanks!",5,LendingClub
2022-10-26,"No hassle, fast.",5,LendingClub
2022-10-26,I really appreciate the way this company dealt with me how fast they have processed my loan and made sure it appropriated the funds however I would request that they should lower their fees that they charge to initiate the loan that will help us little bit more because I believe this company did really help me thank you so much,5,LendingClub
2022-10-17,"Easy application process. Once your process is approved they deposit the funds directly into your bank account. Customer service is helpful, knowledgeable and professional. I am happy with the experience. I highly recommend them.",5,LendingClub
2022-10-17,"Date of experience: October 17, 2022",4,LendingClub
2022-10-20,Ease. NoExtra phone calls or unnecessary hoops. Great!,5,LendingClub
2022-10-16,"I have been doing business with this company for years and I needed 30,000 but only got 25,000  and this company took 1500 and now I have to pay 25,000 with interest that is what the company has doing and",2,LendingClub
2022-10-18,"Date of experience: October 18, 2022",5,LendingClub
2022-10-24,"For me, the ease of applying for my loan and the expeditiousness of receiving it all made for a very pleasant experience.",5,LendingClub
2022-10-23,"Application process was super simple.  Rates are decent enough and getting the amount I wanted was easy.  The only reason I’m giving 4 stars instead of 5 is the sheer amount of emails to get a second loan I’ve received.  I get at least one, sometimes two emails a day asking me to get another loan.  That is annoying and if I wanted another loan then I would’ve applied for one, I don’t need to be hounded every single day.",4,LendingClub
2022-10-18,This is the third loan I have done through Lendingclub.com and the first 2 went very well. It is very handy to have access to a loan company like Lendingclub.com because I have been able to make my house better within my means. They offer great rates to and quick access to the funds needed.,5,LendingClub
2022-10-24,"Pretty simple process, money in my account within only a couple days after being approved, good rates.",5,LendingClub
2022-10-24,This was the smoothest loan application I have ever applied for. The rate was great and I was able to consolidate my credit card debt into one payment. I would recommend them to friends and family!,5,LendingClub
2022-10-20,Simple and smooth. Not issues or hangups. A simple 3yr loan at very competitive rate. Thank you! Great service.,5,LendingClub
2022-10-11,"Date of experience: October 11, 2022",5,LendingClub
2022-10-21,"This is my 3rd loan with lending club and I have no bad experience. Everything moved as a fine watch and I am very satisfied. Thou I have a little complaint, the interest I am charged is high and I was under the impression that my score was better then the last loan. But it was a bit late and I was counting on the funds. I want to review my questions with someone soon.",4,LendingClub
2022-10-21,Was a great experience an I’ll be back in the future.👍🏽👍🏽👍🏽👍🏽,5,LendingClub
2022-10-14,Seamless and smooth customer experience.  Process was fast.,5,LendingClub
2022-10-13,LendingClub is super easy to work with. Quick turn around time and great status tracking features. Automatic payments are easy to set up as well.,5,LendingClub
2022-10-14,"My experience was excellent with the service, the approval was fast and east and the refund came faster than expected. Very happy very glad to do business with Lendingclub.",5,LendingClub
2022-10-20,"The application process was quick and easy and I was aware of exactly how much my payment would be, when it was due and what the percentage rate of return would be. But when I went to go sign for the loan, they changed the percentage rate by 5% on me with no explaination and could not get anyone to explain why. Not sure I would go with them again",3,LendingClub
2022-10-14,What made my experience great was how fast the transaction was.,5,LendingClub
2022-10-20,It was easy. This loan helped us free up some money by paying off credit cards.,5,LendingClub
2022-10-14,"excellent service I got my loan in 4 days without any problem or so much paperwork, thank you very much",5,LendingClub
2022-10-15,"Actually, its going exactly as described, no hidden numbers, money dropped into my account so fast .Generally, it’s great lending club.",5,LendingClub
2022-10-13,Extremely fast and efficient.  Ok terms considering the quickness of applying and receiving funds!,5,LendingClub
2022-10-18,"LendingClub is an absolute JOKE, a horrible excuse for a company. This company took an application and approved it on 9/18/22, they claim they tried to deposit the loan funds into my bank account the following day, every 2 business days for the next 17 days we received an email stating they couldnt locate our deposit account and asked for a phone call or they needed to verify the auto payment details, we called, verified that the info needed (which was correct every time) then they said they’d try again, over and over….after the third failed attempt (of the 2 step process), I finally changed the deposit account, it took 4 more days and the funds finally deposited on 10/6. They left the due date as the 19th, even though our funds didnt get deposited until the 6th of the following month. On the 14th, 8 days after funding and 5 days before the due date I called and requested a due date change. I was told that day that she couldnt make the change herself because the first payment hadn’t processed and stated their system should have automatically changed the due date to the 5th of the following month, which is 30 days after funding, she didnt know why it hadnt changed that date and told me she would forward it to a manager to get it corrected. I called today (the due date/my first payment) to verify that the change had in fact occurred. I spoke with a CSR who says, I see the notes on your call from last week, it looks like a manager reviewed it and then closed it because the last CSR you spoke with didnt actually request a change she only entered notes! (WHAT!!) and we processed your payment today. (This is where you should be told that they managed to process the payment FROM the same account that they couldn't figure out how to DEPOSIT FUNDS INTO.) I then proceeded to tell her, well there isnt enough funds in that account, because your company took 18 days to fund the loan, the increased direct deposit didnt take effect until the loan was funded. I asked to speak to a manager, she put me on hold, for a while, like long while, came back twice and told me it was long wait times and did I still want to hold….YES! I want to hold for goodness sake! After probably 20 mins she sent an email instead, got a reply back immediately from a manager that says, my phone doesnt work you need to take a message and I will call her back. So she took a message, when I asked how long until I should expect a reply she told me 24-48 hours….Boy, THAT makes me feel important! I told I would be calling back in 4 hours, well I called back in 6, went through all the same BS that I had been through twice already and got ANOTHER CSR, who finally after going through the story again sent me to a manager, who then argued with me on what an origination date was….its the day we attempted our first deposit, NNNOOO its the day you ACTUALLY made the deposit….then tells me I dont qualify for a date change, but they can change the due date to within 15 days of the current due date, which is the 4th of the following month, ok, fine the 4th is great, ok we will change it to the 4th of November (today is the due date 10/19) but they already took todays payment….I said no, it needs to be from the NEXT due date, (11/19) that means 12/4….he actually said to me well if you do that then you are missing a payment….is this for real? I cant with this!! I hope this is enough that you understand the level (or lack thereof) intelligence you are dealing with with this company. Needless to say, I will be attempting to obtain another loan to make this one go away and do better reviews research next time….good luck if you work with them…lol",1,LendingClub
2022-10-13,"This was the most unbelievably pleasant and easy personal loan I ever did.  It literally took a few days from application to direct deposit into my account.  I was utterly surprised but elated to see this large sum of money in my account.  I had to open and closed my eyes twice in case I was experiencing blurred vision.  I immediately went a head and put a spreadsheet together with all my credit cards then proceeded to pay them off.  I now breath a sigh of relief knowing I will only have one monthly payment of approximately $700, instead of paying several different creditors a total of $1900 per month.  I will now have more residual income and will be able to save substantially more.  Yeahhhh!!!",5,LendingClub
2022-10-14,Was very well helped! Process was well documented! Would sure recommend to others!,5,LendingClub
2022-09-10,Happy with the service you provide. Without your help it would take years to pay off my credit cards because of the high interest they charge' Thank you for your help.,5,LendingClub
2022-10-10,The process was simple.  All was completed within a week.  The employees were thorough and great to work with.  Thank you for your expertise!,5,LendingClub
2022-10-05,"I was skeptical about debt consolidation loans. That was before speaking to the the great people at Lending Club. They where so helpful in explaining the process and custom tailoring a loan to fit my needs at a truly great rate and affordable monthly payment. The process was fast, efficient and truly stress free. I have already recommended Lending Club to friends of mine in the same position. Purchased a new home and ran up rather sizable credit card debt trying to get the house completed and livable. Thanks again to all the wonderful people at Lending Club for making my life a little easier.",5,LendingClub
2022-10-10,It was easy and quick to do awesome experience,5,LendingClub
2022-10-10,"My overall experience has been nothing short of superb. From the clear communication to the fast process. I have a clear understanding of my loan details. While I’m not a fan of borrowing money- if I must do it, it should be with people that understand.",5,LendingClub
2022-10-11,Excellent service with seamless and easy transaction,5,LendingClub
2022-10-09,Lending club has saved me multiple times. When I was sick for over a month and fell behind not on payments but from my goal of paying off debt I was able to consolidate and get a loan and pay off everything I was on track to paying off. My family was able to get necessities for the weather change and my stress was gone. Thank you so much for your help and speedy and easy process.,5,LendingClub
2022-10-18,Lending club has been a great help.. I am working on upping my credit score thanks to you all!! Thank you!!!,5,LendingClub
2022-10-15,"It has been over ten days and credit cards do not show any payments, and I have had to make a payment. Update. Finally payments made.",2,LendingClub
2022-10-15,Great job! No complaints whatsoever. Thanks so much for all of your help.,5,LendingClub
2022-10-05,"Date of experience: October 05, 2022",5,LendingClub
2022-10-14,"It was super easy to apply and I got approved right away. I got the remainder of the loan deposited to my bank account as promised, but the money paid out to my credit card companies has yet to show up anywhere. I emailed and still haven’t heard back, it’s been 2 days since the email and close to a week since approval",3,LendingClub
2022-10-06,Very quick and easy process. Would recommend to anyone in need of a personal loan.,5,LendingClub
2022-10-06,Needed extra funds to pay down Debt and a few shot questions I was able to be approved for a loan that I need funds was directly deposited into my bank account,5,LendingClub
2022-09-30,This is my second time going through lending club. I took my first loan out about 5 years ago and paid it off within the end of my term of 36 months. I appreciate this company for giving me another chance to take out a loan again from them. This time it was something I really needed as an extra back up fund for my business. It gives me enough time to hold the cash in my account not having to stress and worry about having to return borrowed money from friends since they have a short time limit for me. Customer service is always great. They had always made sure I have all my questions answered and helped walked me through what was needed to be done. Highly recommend if you have nowhere else to run to for back up money or any help with covering debt expenses or business expenses for future forecast. Thanks again! And definitely will come back to you guys if ever I needed help like this once this loan is paid off.,5,LendingClub
2022-10-14,"Karen is awesome. She was friendly, patient and knowledgeable. She answered all my questions. So far so good.",5,LendingClub
2022-10-08,Got approved and got the money faster than I thought I would. 100% would recommend,5,LendingClub
2022-10-13,Easy application. Quick approval. Quick appropriation of funds. All at a great rate!,5,LendingClub
2022-10-13,I had an amazing experience. Tha applaication was fast and easy. There was quick follow up and before I knew it the money I applied for was in my account. i had an ecxellent experience.,5,LendingClub
2022-10-05,The lending club loan process was fast easy and I had the money in the bank within a couple of days. Incredibly professional staff for available for any questions thank you so much,5,LendingClub
2022-10-10,"Date of experience: October 10, 2022",5,LendingClub
2022-10-03,Working with LendingClub was super easy. The representatives that I dealt with will all very helpful and knowledgeable.,5,LendingClub
2022-10-12,"If you have great credit and never have any questions or issues with your loan once you receive it, LendingClub is fine. If you do ever need additional help, information or explanation, prepare yourself to be frustrated and unsatisfied. Customer service here is horrible. The customer service reps are polite but they can not solve problems. My loan is on autopay and this past month I had some extra expenses that cause my bank account to have insufficient funds on my payment date. I got paid two days after the date so I went to my account online and submitted a payment. Once logged in, my account page stated the obvious that my account was past due and I needed to submit a payment. There was nothing stating the autopay would try again to withdraw funds, which it ended up doing two days AFTER I submitted the other payment. I called in to see if I could do anything and explained I didn’t realize autopay would take money out in this situation-after it had failed and after my monthly payment had been made. I was told a refund request was submitted for the additional payment. I call back in the next day and am informed my request was denied because I authorized the online payment. I explained again how I didn’t know autopay would keep trying even after the monthly payment was satisfied (because why would it?). The answer I received was “Yeah the autopay will keep trying up to 15 days after the due date.” So I tried to say again how I did not realize this, this is twice as much money as I was planning on using for my loan payment this month, can we fix this? Silence followed by inexplicably being put on hold for 10 minutes before I hung up and called back. I went through everything again with the new agent. “Your request was denied because you authorized the additional payment” was the response I received again and around in this circle we went until this agent offered to submit the request again “but the request was already denied so I can’t guarantee it will be approved.” Why even submit it again at all? I pled my case asking why there was zero grace or understanding on LendingClub’s end and I was told the customer service agents don’t make the decision, they only submit the requests to the refund department and customers are not allowed to speak with the refund department. This whole experience has been plain bad and has put me in a very tight spot financially for the rest of the month. I felt an extremely low amount of effort and care for my problem to be resolved.",2,LendingClub
2022-10-12,Always dependable in times of urgent need. Rates are great compared to other sites. And the approval was fast.,5,LendingClub
2022-10-05,"Your company came thru for me when I needed you. It was quick process for the loan application and decision. Your company has made my life so much easier and more comfortable now. I will be definitely use your company for any future needs, and I will also put the word out to others, that could use your assistance. Thank you so much!!!",5,LendingClub
2022-09-30,"This is my second loan with Lending Club and it was as quick and simple as the first.  Approval was immediate and the money was in my account in 2 days.  Good terms, easy to manage and all wrapped up.",5,LendingClub
2022-10-04,"This was not my first time getting a loan from Lending Club, and the first experience was as good as the last.Other banks turned me down. LC came through and staff and the process were smooth and quick. It was mentioned that the funds would be in my account 1-3 business days. The very next day, it was there.“Hats off” to Lending Club",5,LendingClub
2022-09-22,This is my second loan I got from Lending Club. I had a loan two years prior and the process was easy and stress free then and the same experience recently. Quick process. Thank You Lending Club!,5,LendingClub
2022-10-03,Thank you so much LendingClub for approving my loans with you it was a fast and quick response.,5,LendingClub
2022-10-11,"I was impressed with the clarity and ease of getting our loan. The information was accurate, and the interest rate was one of the lowest I had found.",5,LendingClub
2022-10-11,"4 years after recovering from a bad car accident my credit had slipped with a couple of late payments . Lending club gave me a chance to reprove myself . After 100 percent on time payments with 2 smaller loans, I was given a personal loan to of substance to help with home repairs. Thanks lending club. Great way to build up credit when life throws you a curve ball.",5,LendingClub
2022-10-04,Once again the process was quick and easy.,5,LendingClub
2022-10-03,"Date of experience: October 03, 2022",5,LendingClub
2022-10-05,In one word you guys are amazing thank for your help,5,LendingClub
2022-10-02,I was drowning in high credit card interest rates which continue to rise. It was going to take me years to pay off the cards. I found out about LendingClub through Credit Karma. I applied and was approved the same day. Cards were paid off within days. The remaining balance of the loan was put in my checking account which was used to pay off more smaller loans. I have an affordable repayment plan at a much lower interest rate.,5,LendingClub
2022-10-07,Lending Club has always been easy to work with and they have great turn around time with minimal effort on my part. So much easier than some other loan companies that need a ton of paperwork.,5,LendingClub
2022-10-05,You did great I thank you very much for offering me the opportunity to do this. I was wondering am I still available to get more lone for another card?,5,LendingClub
2022-10-03,"This was pretty fast process from submitting the application to having the funds applied to the credit cards that I wanted to pay off. The interest was a little high, but lower than my credit cards. Customer service was very easy to speak with and answered all my questions.",4,LendingClub
2022-10-04,Absolutely the best professional service!,5,LendingClub
2022-10-01,This was the easiest and painless process I have ever had to do to secure a loan. I did everything on line and was approved in a very timely fashion. I have already recommended Lending club to others. I applied on Sunday and the Funds were in my account on Tuesday!,5,LendingClub
2022-09-28,The process was smooth and straightforward. I wold definitely recommend to my friends.,5,LendingClub
2022-10-05,The process was easy and painless... My debt is paid with one easy payment. The interest rate was fair and payments are manageable. Thank you,5,LendingClub
2022-09-29,"I was trying to  do  loan  thur  computer,  got  ahold of Darren and   he made experience very   easy.  I told   him  what I wanted  and  he made it  happen, He was  very professional and  knowledgeable  about   what I was trying to  do. Got   Mooney  the next Monday.    It's  great to  pay  off bills.",5,LendingClub
2022-09-29,the the process of securing this loan was quick and easy... I am very satisfied with the service.,5,LendingClub
2022-10-07,"I would like to share my experience with working with the Lending Club, it was a quick and easy process. My cards were consolidated into one loan and I am relieved of paying multiple creditors. Great experience, I truly recommend this company if you are struggling with multiple creditors and looking to consolidate debt.",5,LendingClub
2022-10-01,It was so easy and quick. You don’t have to wait around. Two thumbs up!!,5,LendingClub
2022-09-04,Your prompt services and financial assistance makes your lending support the best I have ever encountered.,5,LendingClub
2022-10-06,Had several offers and several companies had denied me a loan even though i have a credit card with several of those companies lending club apparently looks at different criteria. thanks for the help! tommy hall,5,LendingClub
2022-09-11,"I love the amazing work done by this company and appreciate their honest support to help customers get back on their feet, just like OlivePeer, co m that gives weekly passive ROI straight to my wallet. This two never miss payments.",5,LendingClub
2022-10-05,It was a easy and quick experience. They were great!,5,LendingClub
2022-10-01,"Thank you Lending Club, you were there when I needed a little help. Was not to keen on the interest rate but all of my credit cards were high interest as well. I can know relax. Thank you again",5,LendingClub
2022-10-02,"This company is nothing but a fraudulent loans company that has scam millions of customers. They told me I can’t get my money until after (10) days which I was like I don’t then so you took over $1,000 from me and I must wait so I called my credit union gave them all my documents they could see where I made all my payments and my account was draft several time by these scammers.  Had a loan back in 2/2019, paid them off this year in January 2022. They went into my account after paying them off and took more money after I paid $863 and they took a payment in the amount of $167.80 I had to report them to BBB and FCC to get my money back. And then after paying all the money own this company put on my credit report Account Closed and it hurt my credit score instead of stating paid in full. This company got sued recently settled in a Class Action Lawsuit and they should be closed down scammer. I got a loan for like $5,000 and the document that they send me say total loan amount $4200 and Origination Fees:  $252.00 and Total amount Paid to you which is me $3,948. But I must pay them $6,029 total payment which is sick they finance charge was $2081 looked in my account they less loan money which they never stated anything. Proof this is in my documents. I had them investigated on there practice and yes they had been sued and truly deserve for they did to customers to be paid back. They hurt your credit at the end once you payoff your loan then they take more money out your account after you paid off your loan in full. They should be prosecuted to the fullest a business with workers scamming customers that need money since COVID never again. Did get my credit score but up was approved for a mortgage I would never use this company again I don’t care what I need I would borrow from my TSP before I borrow from them again. And your personal information is kept on file that was how they kept taking my monthly payment. Login recently and my account still active they have all my personal information so I went to my credit Union they help me get my money back from these scammer and I change all my accounting information. This company should be ashamed of themselves taking advantage of customers. 👎🏾 Owner should be prosecuted to the fullest go out here to scam consumers. 👎🏾👎🏾👎🏾👎🏾👎🏾",1,LendingClub
2022-09-25,EVERYTHING I EXPECTED I RECEIVED FROM LENDING CLUB. I AM VERY HAPPY WITH THEM,5,LendingClub
